sf_code,usage_month,monthly_usage,unit,product_type
NFS29,1/12/2019,22,ctn,FRZ
NFS46b,1/12/2019,48,bag,DRY
NFS46b,1/12/2019,44,ctn,DRY
NFS49,1/12/2019,17,ctn,DRY
NFS50b,1/12/2019,19,ctn,DRY
NMI10,1/12/2019,1,ctn,FRZ
NML08b,1/12/2019,47,ctn,DRY
NML09b,1/12/2019,25,ctn,DRY
NML14c,1/12/2019,11,ctn,DRY
NML14d,1/12/2019,8,ctn,DRY
NML15,1/12/2019,1,bag,DRY
NML22,1/12/2019,11,ctn,FRZ
NML27,1/12/2019,0.3336,ctn,DRY
NML28a,1/12/2019,1,ctn,FRZ
NS02,1/12/2019,28,bag,DRY
Nul01,1/12/2019,2,ctn,DRY
Nul02,1/12/2019,7,ctn,DRY
Nul03,1/12/2019,10,ctn,DRY
NW23,1/12/2019,1.2,ctn,FRZ
NW24,1/12/2019,72,ctn,FRZ
NW25,1/12/2019,26,ctn,FRZ
NW26,1/12/2019,151,ctn,FRZ
NW27,1/12/2019,19,ctn,FRZ
NW28,1/12/2019,25,ctn,FRZ
OCP23n,1/12/2019,6,ctn,FRZ
OCP65Aa,1/12/2019,2,ctn,FRZ
OCP67a,1/12/2019,2,ctn,FRZ
OCP69,1/12/2019,8,ctn,FRZ
OKF01,1/12/2019,4.025,ctn,FRZ
OKF02,1/12/2019,10.025,ctn,FRZ
OKF03,1/12/2019,28,ctn,FRZ
OKF05,1/12/2019,22,ctn,FRZ
OLS04,1/12/2019,3,ctn,DRY
OP14b,1/12/2019,6,ctn,FRZ
OTK105,1/12/2019,15,ctn,FRZ
OTK128,1/12/2019,113,ctn,FRZ
OTK14,1/12/2019,57,ctn,FRZ
OTK150A,1/12/2019,10,ctn,FRZ
OTK151,1/12/2019,2,ctn,FRZ
OTK177,1/12/2019,3,ctn,FRZ
OTK190A,1/12/2019,8,ctn,FRZ
OTK193A,1/12/2019,6,ctn,FRZ
OTK264,1/12/2019,2,ctn,FRZ
OTK282,1/12/2019,1,ctn,FRZ
OTK284,1/12/2019,1.5,ctn,FRZ
OTK288,1/12/2019,80,ctn,FRZ
OTK30,1/12/2019,80,ctn,FRZ
OTK306,1/12/2019,3,ctn,FRZ
OTK30B,1/12/2019,16.2,ctn,FRZ
OTK356,1/12/2019,1,ctn,FRZ
OTK357,1/12/2019,2,ctn,FRZ
OTK358,1/12/2019,24,ctn,FRZ
OTK360,1/12/2019,1,ctn,FRZ
OTK361,1/12/2019,4,ctn,FRZ
OTK363,1/12/2019,11,ctn,FRZ
OTK37A,1/12/2019,3,ctn,FRZ
OTK70,1/12/2019,5,ctn,FRZ
OTK82,1/12/2019,0.2,ctn,FRZ
OTK84,1/12/2019,0.95,ctn,FRZ
OTK99B,1/12/2019,6,ctn,FRZ
PAR12a,1/12/2019,29,ctn,DRY
PAR14,1/12/2019,1,ctn,DRY
PAR15,1/12/2019,6,ctn,DRY
PD64A,1/12/2019,25,pack,DRY
QP01,1/12/2019,240,ctn,DRY
QP03A,1/12/2019,23,ctn,DRY
QP05B,1/12/2019,90,ctn,DRY
QP06,1/12/2019,24,pack,DRY
QP06,1/12/2019,60,ctn,DRY
QP09,1/12/2019,1,ctn,DRY
QSW01,1/12/2019,19,ctn,FRZ
QSW02,1/12/2019,4,ctn,FRZ
QSW03,1/12/2019,12,ctn,FRZ
QSW04,1/12/2019,10,ctn,FRZ
QSW05,1/12/2019,3.2872,ctn,FRZ
QSW11,1/12/2019,1.1,ctn,FRZ
QSW12,1/12/2019,2,ctn,FRZ
QSW13,1/12/2019,1,ctn,FRZ
QSW15,1/12/2019,3,ctn,FRZ
QSW16,1/12/2019,9,ctn,FRZ
QSW17,1/12/2019,2,ctn,FRZ
Red02b,1/12/2019,5,ctn,DRY
RED02c,1/12/2019,3,bag,DRY
RED03c,1/12/2019,5,ctn,DRY
RED03c,1/12/2019,18,bag,DRY
RED05,1/12/2019,17,ctn,DRY
RED11,1/12/2019,1,ctn,DRY
RED12,1/12/2019,52,ctn,DRY
RED13,1/12/2019,2,ctn,DRY
RJE02b,1/12/2019,5,ctn,FRZ
RUM01e,1/12/2019,10,ctn,FRZ
RUM05,1/12/2019,29,ctn,FRZ
SHF09,1/12/2019,25,ctn,FRZ
SHF20,1/12/2019,8,ctn,FRZ
SHF22,1/12/2019,4.4,ctn,FRZ
SIC02,1/12/2019,3,ctn,FRZ
SIC02Aa,1/12/2019,2,ctn,FRZ
SIC02Ba,1/12/2019,5,ctn,FRZ
SIC03a,1/12/2019,2,ctn,FRZ
SIC03Aa,1/12/2019,5,ctn,FRZ
SIC03Ba,1/12/2019,1,ctn,FRZ
SIC04,1/12/2019,2,ctn,FRZ
SIC04Aa,1/12/2019,2,ctn,FRZ
SIC05Ba,1/12/2019,1,ctn,FRZ
SIC07Ba,1/12/2019,1,ctn,FRZ
SIC08Ba,1/12/2019,1,ctn,FRZ
SIC09Ba,1/12/2019,1,ctn,FRZ
SIC11,1/12/2019,1,ctn,FRZ
SM03Ab,1/12/2019,0.25,ctn,DRY
SO21a,1/12/2019,25,ctn,FRZ
SO22b,1/12/2019,14,ctn,FRZ
SO32,1/12/2019,3,ctn,FRZ
SO33,1/12/2019,2,ctn,FRZ
SO34,1/12/2019,3,ctn,FRZ
SO35,1/12/2019,4,ctn,FRZ
ST01B,1/12/2019,14.04,ctn,FRZ
ST04,1/12/2019,4,ctn,FRZ
SUSHI02,1/12/2019,4,ctn,DRY
T01a,1/12/2019,119,ctn,FRZ
T02b,1/12/2019,44,ctn,FRZ
T03a,1/12/2019,25,ctn,FRZ
T04B,1/12/2019,144,ctn,FRZ
T05,1/12/2019,144,ctn,FRZ
T06,1/12/2019,29,ctn,FRZ
T09A,1/12/2019,10,ctn,FRZ
T11A,1/12/2019,50,ctn,FRZ
T19,1/12/2019,170,ctn,FRZ
T22A,1/12/2019,1.4166,ctn,FRZ
T24,1/12/2019,369,ctn,FRZ
T30,1/12/2019,70,ctn,FRZ
T33,1/12/2019,2,ctn,FRZ
TaiK04B,1/12/2019,2,ctn,FRZ
TaiK14Ab,1/12/2019,34,ctn,FRZ
TF01B,1/12/2019,213,ctn,FRZ
TF100,1/12/2019,12,ctn,FRZ
TF15,1/12/2019,39.7,ctn,FRZ
TF34C,1/12/2019,7,ctn,FRZ
TF34NFS,1/12/2019,5,ctn,FRZ
TF47,1/12/2019,2,ctn,DRY
TF48,1/12/2019,9,ctn,DRY
TF49,1/12/2019,20,ctn,DRY
TF61,1/12/2019,3.2,ctn,FRZ
TF66A,1/12/2019,7,ctn,FRZ
TF66Material,1/12/2019,9,ctn,FRZ
TF74,1/12/2019,12,ctn,FRZ
TF77,1/12/2019,72.5,ctn,FRZ
TF83,1/12/2019,5,ctn,FRZ
TF83F,1/12/2019,1,ctn,FRZ
TF84,1/12/2019,83,ctn,FRZ
TF85,1/12/2019,728,ctn,FRZ
TF88,1/12/2019,6,ctn,FRZ
TF90,1/12/2019,1.625,ctn,FRZ
TF97,1/12/2019,26,ctn,FRZ
TFB25,1/12/2019,60.5,ctn,FRZ
TFB26,1/12/2019,27,ctn,FRZ
TFJ01,1/12/2019,1,ctn,FRZ
TFJ05,1/12/2019,7,ctn,DRY
TFJ18,1/12/2019,1,ctn,FRZ
TFS01,1/12/2019,24,ctn,FRZ
TGP07,1/12/2019,2,ctn,DRY
TMK3a,1/12/2019,3,ctn,FRZ
TPM01,1/12/2019,4,ctn,DRY
TPM02,1/12/2019,1,ctn,DRY
TSK01,1/12/2019,3,ctn,FRZ
TSK18,1/12/2019,5,ctn,FRZ
TSK27,1/12/2019,83,ctn,FRZ
TSK28,1/12/2019,81,ctn,FRZ
TSK32,1/12/2019,2.25,ctn,FRZ
TSK33,1/12/2019,8.75,ctn,FRZ
TSK44,1/12/2019,1,ctn,FRZ
TSK45,1/12/2019,1,ctn,FRZ
TSK47,1/12/2019,1,ctn,FRZ
TSK49,1/12/2019,1,ctn,FRZ
TSK50,1/12/2019,5,ctn,FRZ
TSK51,1/12/2019,3,ctn,FRZ
TSK54,1/12/2019,67,ctn,FRZ
TSK55,1/12/2019,28,ctn,FRZ
TSK58,1/12/2019,2,ctn,FRZ
TSK62,1/12/2019,1,ctn,FRZ
TSK63,1/12/2019,1,ctn,FRZ
TSK64,1/12/2019,1,ctn,FRZ
TSK65,1/12/2019,1,ctn,FRZ
UKF06Arepack,1/12/2019,4,ctn,DRY
UKF07,1/12/2019,15,ctn,DRY
Univ27f,1/12/2019,70.2,ctn,FRZ
Univ60c,1/12/2019,3,ctn,FRZ
Univ63e,1/12/2019,38,ctn,FRZ
Univ65,1/12/2019,1,ctn,FRZ
Univ65b,1/12/2019,24,ctn,FRZ
VF01,1/12/2019,11.1,ctn,FRZ
VF02,1/12/2019,1.025,ctn,FRZ
VF03,1/12/2019,2,ctn,FRZ
VF05,1/12/2019,2.025,ctn,FRZ
VF06,1/12/2019,4.025,ctn,FRZ
VF07,1/12/2019,1,ctn,FRZ
VFK03,1/12/2019,131,bag,DRY
VFK05,1/12/2019,30,ctn,FRZ
VFK06,1/12/2019,3,ctn,DRY
VIS01c,1/12/2019,13,ctn,DRY
VIS02Ab,1/12/2019,48,ctn,DRY
VIS03c,1/12/2019,4,ctn,DRY
VNR1,1/12/2019,594,bag,DRY
VNR3,1/12/2019,3,bag,DRY
VNR5,1/12/2019,379,bag,DRY
VT01,1/12/2019,20,bdl,DRY
VT02,1/12/2019,3,bdl,DRY
VT03,1/12/2019,1,ctn,DRY
WDY01,1/12/2019,1,ctn,FRZ
YCF01,1/12/2019,5.12,ctn,FRZ
YCF02,1/12/2019,5,ctn,FRZ
YHF03,1/12/2019,18.9,ctn,FRZ
YHF04,1/12/2019,6,ctn,FRZ
YHF06,1/12/2019,1,ctn,FRZ
YHF08,1/12/2019,1,ctn,FRZ
YM01A,1/12/2019,149,ctn,DRY
YM05,1/12/2019,1,ctn,DRY
YM06,1/12/2019,3,ctn,DRY
YM20,1/12/2019,53,ctn,DRY
YM27,1/12/2019,108,ctn,DRY
YM29,1/12/2019,43,ctn,DRY
YMT01,1/12/2019,7,ctn,DRY
YMT03,1/12/2019,64,ctn,DRY
YS01,1/12/2019,257,ctn,DRY
YS02,1/12/2019,237.1616,ctn,DRY
YS05,1/12/2019,5,ctn,DRY
YS06,1/12/2019,3,ctn,DRY
YS07,1/12/2019,7,ctn,DRY
YS09,1/12/2019,12,ctn,DRY
YS37B,1/12/2019,2,ctn,DRY
YS38,1/12/2019,450,ctn,DRY
YS40,1/12/2019,0.0519,ctn,DRY
YS42,1/12/2019,3,ctn,DRY
YS49,1/12/2019,4,ctn,DRY
YS50,1/12/2019,2,ctn,DRY
YS52,1/12/2019,2,ctn,DRY
YS53,1/12/2019,2,ctn,DRY
YS54,1/12/2019,28,ctn,DRY
YZL02b,1/12/2019,0.6666,ctn,DRY
YZL05,1/12/2019,2,ctn,DRY
YZL07Ab,1/12/2019,1,ctn,DRY
ZN07,1/12/2019,28,ctn,FRZ
