sf_code,usage_month,monthly_usage,unit,product_type
18001,1/05/2019,1,ctn,FRZ
18003,1/06/2019,2,ctn,FRZ
AFS01,1/05/2019,8,ctn,FRZ
APC02,1/05/2019,4,ctn,DRY
APC02,1/06/2019,4,ctn,DRY
APC02,1/07/2019,5,ctn,DRY
APC02,1/08/2019,3,ctn,DRY
APC02,1/09/2019,4,ctn,DRY
AS12,1/07/2019,2.9,ctn,FRZ
AS2,1/07/2019,10.7,ctn,FRZ
ASF01,1/05/2019,79,ctn,FRZ
ASF01,1/06/2019,68,ctn,FRZ
ASF01,1/07/2019,75,ctn,FRZ
ASF01,1/08/2019,75.1,ctn,FRZ
ASF01,1/09/2019,54,ctn,FRZ
ASF03,1/05/2019,2,pack,FRZ
ASF03,1/05/2019,10,ctn,FRZ
ASF03,1/06/2019,6,ctn,FRZ
ASF03,1/07/2019,7,ctn,FRZ
ASF03,1/08/2019,9,ctn,FRZ
ASF03,1/09/2019,7.2,ctn,FRZ
ASF05,1/07/2019,2,ctn,FRZ
ASF05,1/09/2019,22,ctn,FRZ
ASF06,1/09/2019,12,ctn,FRZ
ASF07,1/07/2019,3,ctn,FRZ
ASF07,1/08/2019,4,ctn,FRZ
ASF07,1/09/2019,3,ctn,FRZ
BBC01a,1/05/2019,5,ctn,DRY
BBC01a,1/06/2019,4,ctn,DRY
BBC01a,1/07/2019,4.3,ctn,DRY
BBC01a,1/08/2019,3,ctn,DRY
BBC01a,1/09/2019,3.2,ctn,DRY
BBC02a,1/05/2019,10,ctn,DRY
BBC02a,1/06/2019,11,ctn,DRY
BBC02a,1/07/2019,11,ctn,DRY
BBC02a,1/08/2019,11,ctn,DRY
BBC02a,1/09/2019,11,ctn,DRY
BBC03a,1/05/2019,20.2,ctn,DRY
BBC03a,1/06/2019,17,ctn,DRY
BBC03a,1/07/2019,17.5,ctn,DRY
BBC03a,1/08/2019,19,ctn,DRY
BBC03a,1/08/2019,2,pack,DRY
BBC03a,1/09/2019,18.4,ctn,DRY
BBC04a,1/05/2019,11,ctn,DRY
BBC04a,1/06/2019,11,ctn,DRY
BBC04a,1/07/2019,12,ctn,DRY
BBC04a,1/08/2019,28,ctn,DRY
BBC04a,1/09/2019,4,ctn,DRY
BBC05a,1/05/2019,11,ctn,DRY
BBC05a,1/06/2019,11,ctn,DRY
BBC05a,1/07/2019,11,ctn,DRY
BBC05a,1/08/2019,28,ctn,DRY
BBC05a,1/09/2019,4,ctn,DRY
BBC06a,1/05/2019,5,ctn,DRY
BBC06a,1/06/2019,5,ctn,DRY
BBC06a,1/07/2019,4,ctn,DRY
BBC06a,1/08/2019,5,ctn,DRY
BBC06a,1/09/2019,4,ctn,DRY
BBC07a,1/05/2019,3,ctn,DRY
BBC07a,1/06/2019,4,ctn,DRY
BBC07a,1/07/2019,3,ctn,DRY
BBC07a,1/08/2019,3,ctn,DRY
BBC07a,1/09/2019,3,ctn,DRY
BBC08a,1/05/2019,8,ctn,DRY
BBC08a,1/06/2019,9,ctn,DRY
BBC08a,1/07/2019,9,ctn,DRY
BBC08a,1/08/2019,8,ctn,DRY
BBC08a,1/09/2019,7,ctn,DRY
BBC10a,1/05/2019,1,ctn,DRY
BBC10a,1/07/2019,1,ctn,DRY
BBC10a,1/09/2019,1,ctn,DRY
BE02,1/07/2019,24,ctn,FRZ
BEC,1/07/2019,1,ctn,FRZ
BEC02,1/05/2019,20,ctn,FRZ
BEC02,1/06/2019,8,ctn,FRZ
BEC02,1/07/2019,24,ctn,FRZ
BEC02,1/08/2019,20.5,ctn,FRZ
BEC02,1/09/2019,8,ctn,FRZ
BEC03,1/05/2019,88,ctn,FRZ
BEC03,1/06/2019,111,ctn,FRZ
BEC03,1/07/2019,109,ctn,FRZ
BEC03,1/08/2019,54.48,ctn,FRZ
BEC03,1/09/2019,36,ctn,FRZ
Blue01Aa,1/05/2019,41,ctn,DRY
Blue01Aa,1/06/2019,6,ctn,DRY
Blue01Ab,1/06/2019,21,ctn,DRY
Blue01Ab,1/07/2019,33,ctn,DRY
Blue01Ab,1/08/2019,23,ctn,DRY
Blue01Ab,1/09/2019,27,ctn,DRY
Blue01Ac,1/08/2019,8,ctn,DRY
Blue01Ac,1/09/2019,2,ctn,DRY
BV,1/07/2019,2,ctn,FRZ
BV36A,1/05/2019,5,ctn,FRZ
BV36A,1/06/2019,5,ctn,FRZ
BV36A,1/07/2019,8,ctn,FRZ
BV45a,1/07/2019,8,ctn,DRY
BV45a,1/08/2019,5,ctn,DRY
BV45a,1/09/2019,9,ctn,DRY
BV46a,1/05/2019,40,ctn,DRY
BV46a,1/06/2019,34,ctn,DRY
BV46a,1/07/2019,32,ctn,DRY
BV48,1/05/2019,3,ctn,FRZ
BV48,1/06/2019,3,ctn,FRZ
BV48,1/07/2019,5,ctn,FRZ
BV48,1/08/2019,2,ctn,FRZ
BV48,1/09/2019,3,ctn,FRZ
CCA01,1/05/2019,5,ctn,FRZ
CCA01,1/06/2019,7,ctn,FRZ
CCA01,1/07/2019,4,ctn,FRZ
CCA01,1/08/2019,1,ctn,FRZ
CCA01,1/09/2019,15,ctn,DRY
CCA01,1/09/2019,4,ctn,FRZ
CCA01d,1/06/2019,1,ctn,DRY
CCA01d,1/07/2019,5,ctn,DRY
CCA01d,1/08/2019,14,ctn,DRY
CCA03,1/05/2019,6,ctn,FRZ
CCA03,1/06/2019,4,ctn,FRZ
CCA03,1/07/2019,2,ctn,FRZ
CCA03,1/08/2019,1,ctn,FRZ
CCA03,1/09/2019,10,ctn,DRY
CCA03,1/09/2019,2,ctn,FRZ
CCA04,1/05/2019,3,ctn,FRZ
CCA04,1/06/2019,2,ctn,FRZ
CCA04,1/07/2019,2,ctn,FRZ
CCA04,1/08/2019,1,ctn,FRZ
CCA04,1/09/2019,8,ctn,DRY
CCA04c,1/07/2019,2,ctn,DRY
CCA04c,1/08/2019,7,ctn,DRY
CCA26b,1/07/2019,3,ctn,DRY
CCA26b,1/08/2019,10,ctn,DRY
CDY01,1/05/2019,5,ctn,DRY
CDY01,1/06/2019,8,ctn,DRY
CDY01,1/07/2019,6,ctn,DRY
CDY01,1/08/2019,23,ctn,DRY
CDY01,1/09/2019,5,ctn,DRY
CDY02,1/05/2019,40,ctn,DRY
CDY02,1/06/2019,25,ctn,DRY
CDY02,1/07/2019,36,ctn,DRY
CDY02,1/08/2019,30,ctn,DRY
CDY02,1/09/2019,26,ctn,DRY
CDY03,1/05/2019,3,ctn,DRY
CDY03,1/06/2019,1,ctn,DRY
CDY03,1/07/2019,5,ctn,DRY
CDY03,1/08/2019,2,ctn,DRY
CDY03,1/09/2019,3,ctn,DRY
CDY05,1/05/2019,85,ctn,DRY
CDY05,1/06/2019,24,ctn,DRY
CDY05,1/07/2019,24,ctn,DRY
CDY05,1/08/2019,49,ctn,DRY
CDY05,1/09/2019,64,ctn,DRY
CDY07,1/05/2019,112,ctn,DRY
CDY07,1/06/2019,128,ctn,DRY
CDY07,1/07/2019,204,ctn,DRY
CDY07,1/08/2019,208,ctn,DRY
CDY07,1/09/2019,142,ctn,DRY
CDY08,1/05/2019,16,ctn,DRY
CDY08,1/06/2019,18,ctn,DRY
CDY08,1/07/2019,18,ctn,DRY
CDY08,1/08/2019,21,ctn,DRY
CDY08,1/09/2019,20,ctn,DRY
CDY11,1/05/2019,11,ctn,DRY
CDY11,1/06/2019,10.8,ctn,DRY
CDY11,1/07/2019,14,ctn,DRY
CDY11,1/08/2019,14,ctn,DRY
CDY11,1/09/2019,20,ctn,DRY
CDY13,1/06/2019,1,ctn,DRY
CDY13,1/08/2019,5,pack,DRY
CDY13,1/09/2019,1,ctn,DRY
CDY13A,1/08/2019,2,unit,DRY
CDY14,1/05/2019,52,ctn,DRY
CDY14,1/06/2019,32,ctn,DRY
CDY14,1/07/2019,59,ctn,DRY
CDY14,1/08/2019,30,ctn,DRY
CDY14,1/09/2019,40,ctn,DRY
CDY15,1/05/2019,16,ctn,DRY
CDY15,1/06/2019,16,ctn,DRY
CDY15,1/07/2019,20,ctn,DRY
CDY15,1/08/2019,14,ctn,DRY
CDY15,1/09/2019,16,ctn,DRY
CDY16,1/07/2019,2,ctn,DRY
CDY17,1/08/2019,0.25,ctn,DRY
CDY18,1/07/2019,1,ctn,DRY
CF14,1/05/2019,17,ctn,FRZ
CF14,1/06/2019,14.94,ctn,FRZ
CF14,1/07/2019,12,ctn,FRZ
CF14,1/08/2019,4.9975,ctn,FRZ
CF14,1/08/2019,12,pack,FRZ
CF5,1/08/2019,2,ctn,FRZ
CFS01,1/09/2019,5,ctn,DRY
CFS02,1/09/2019,5,ctn,DRY
CHA01,1/05/2019,94,ctn,FRZ
CHA01,1/06/2019,56,ctn,FRZ
CHA01,1/07/2019,70.5,ctn,FRZ
CHA01,1/08/2019,61.5,ctn,FRZ
CHA01,1/09/2019,6,ctn,FRZ
CHA04,1/05/2019,43,ctn,FRZ
CHA04,1/06/2019,3,ctn,FRZ
CHA04,1/07/2019,19,ctn,FRZ
CHA04,1/08/2019,13,ctn,FRZ
CHA04,1/09/2019,17,ctn,FRZ
CHA04HS,1/05/2019,7,ctn,FRZ
CHA04HS,1/06/2019,11,ctn,FRZ
CHA04HS,1/07/2019,2,ctn,FRZ
CHA05,1/05/2019,2,ctn,FRZ
CHA07,1/05/2019,4,ctn,FRZ
CHA07,1/07/2019,2,ctn,FRZ
CHA07,1/08/2019,4,pack,FRZ
CHA07,1/08/2019,1,ctn,FRZ
CHA07,1/09/2019,8,ctn,FRZ
CHA08,1/05/2019,0.5,ctn,FRZ
CHA09,1/05/2019,50,ctn,FRZ
CHA10,1/05/2019,80,ctn,FRZ
CHA10,1/07/2019,10,ctn,FRZ
CHA10JFT,1/07/2019,160,ctn,FRZ
CHA12,1/07/2019,8,ctn,FRZ
CHA13,1/07/2019,7,ctn,FRZ
CHA14,1/07/2019,11,ctn,FRZ
CHA16,1/07/2019,6,ctn,FRZ
CHA17,1/08/2019,1,ctn,FRZ
CHA18,1/09/2019,5,ctn,FRZ
CHA19,1/08/2019,5,ctn,FRZ
CHA19,1/09/2019,12,ctn,FRZ
CHA20,1/07/2019,6,ctn,FRZ
CHA20,1/08/2019,14,ctn,FRZ
CHA20,1/09/2019,22,ctn,FRZ
CHA22,1/07/2019,8,ctn,FRZ
CHA23,1/07/2019,1,ctn,FRZ
CHA26,1/05/2019,6,ctn,FRZ
CHA26,1/06/2019,2,ctn,FRZ
CHA26,1/07/2019,3,ctn,FRZ
CHA26,1/08/2019,2,ctn,FRZ
CHA26,1/09/2019,3,ctn,FRZ
CHO01,1/08/2019,1,ctn,DRY
CHO02,1/08/2019,1,ctn,DRY
CHO11,1/08/2019,1,ctn,DRY
CLV05,1/05/2019,51,ctn,FRZ
CLV05,1/06/2019,12,ctn,FRZ
CLV05,1/07/2019,16,ctn,FRZ
CLV05,1/08/2019,20,ctn,FRZ
CLV05,1/09/2019,21,ctn,FRZ
CLV09,1/05/2019,1,ctn,FRZ
Code Required,1/07/2019,34,ctn,FRZ
Code Required,1/09/2019,21,ctn,FRZ
COF01,1/05/2019,46,ctn,FRZ
COF01,1/06/2019,23,ctn,FRZ
COF01,1/07/2019,54,ctn,FRZ
COF01,1/08/2019,21,ctn,FRZ
COF01,1/09/2019,39,ctn,FRZ
COF02,1/05/2019,61,ctn,FRZ
COF02,1/06/2019,40,ctn,FRZ
COF02,1/07/2019,33,ctn,FRZ
COF02,1/08/2019,22,ctn,FRZ
COF02,1/09/2019,61,ctn,FRZ
COF03,1/05/2019,22,ctn,FRZ
COF03,1/06/2019,20,ctn,FRZ
COF03,1/07/2019,18,ctn,FRZ
COF03,1/08/2019,21.15,ctn,FRZ
COF03,1/09/2019,23,ctn,FRZ
COF04,1/05/2019,15,ctn,FRZ
COF04,1/06/2019,26,ctn,FRZ
COF04,1/07/2019,15,ctn,FRZ
COF04,1/08/2019,20.1,ctn,FRZ
COF04,1/09/2019,32.9,ctn,FRZ
COF05,1/05/2019,31.05,ctn,FRZ
COF05,1/06/2019,29.95,ctn,FRZ
COF05,1/07/2019,19,ctn,FRZ
COF05,1/08/2019,28.1,ctn,FRZ
COF05,1/09/2019,70.9,ctn,FRZ
COF06,1/05/2019,1,ctn,FRZ
COF06,1/06/2019,2,ctn,FRZ
COF06,1/07/2019,2,ctn,FRZ
COF06,1/08/2019,2,ctn,FRZ
COF06,1/09/2019,3,ctn,FRZ
COF11,1/05/2019,14,ctn,FRZ
COF11,1/06/2019,22,ctn,FRZ
COF11,1/07/2019,24,ctn,FRZ
COF11,1/09/2019,12,ctn,FRZ
COF12,1/06/2019,1,ctn,FRZ
COF12,1/07/2019,16,ctn,FRZ
COF12,1/08/2019,4,ctn,FRZ
COF12,1/09/2019,1,ctn,FRZ
COF13,1/05/2019,0.583,ctn,FRZ
COF14,1/08/2019,0.2,ctn,FRZ
COF16,1/05/2019,3,ctn,FRZ
COF16,1/06/2019,5,ctn,FRZ
COF16,1/07/2019,7,ctn,FRZ
COF16,1/08/2019,2,pack,FRZ
COF16,1/09/2019,7,ctn,FRZ
COF19,1/09/2019,1,ctn,FRZ
COF20,1/05/2019,1,ctn,FRZ
COF20,1/06/2019,1,ctn,FRZ
COF20,1/07/2019,1,ctn,FRZ
COF22,1/05/2019,18.9,ctn,FRZ
COF22,1/06/2019,19,ctn,FRZ
COF22,1/07/2019,18,ctn,FRZ
COF22,1/08/2019,10.2,ctn,FRZ
COF22,1/09/2019,18,ctn,FRZ
COF23,1/06/2019,1,ctn,FRZ
COF23,1/07/2019,2.3,ctn,FRZ
COF23,1/08/2019,4.9,ctn,FRZ
COF23,1/09/2019,4,ctn,FRZ
COF24,1/05/2019,33.05,ctn,FRZ
COF24,1/06/2019,29.95,ctn,FRZ
COF24,1/07/2019,34,ctn,FRZ
COF24,1/08/2019,33,ctn,FRZ
COF24,1/09/2019,67,ctn,FRZ
COF25,1/05/2019,2.9584,ctn,FRZ
COF25,1/06/2019,2,ctn,FRZ
COF25,1/07/2019,3.42,ctn,FRZ
COF26,1/05/2019,15,ctn,FRZ
COF26,1/06/2019,8,ctn,FRZ
COF26,1/07/2019,21,ctn,FRZ
COF26,1/08/2019,14,ctn,FRZ
COF26,1/09/2019,15,ctn,FRZ
COF27,1/05/2019,15,ctn,FRZ
COF27,1/06/2019,31,ctn,FRZ
COF27,1/07/2019,20,ctn,FRZ
COF27,1/08/2019,10,ctn,FRZ
COF27,1/09/2019,18.125,ctn,FRZ
COF28,1/09/2019,1,ctn,FRZ
COF30,1/08/2019,1.1,ctn,FRZ
COF30,1/09/2019,1,ctn,FRZ
CP01f,1/05/2019,1,ctn,DRY
CP01f,1/06/2019,2,ctn,DRY
CP01f,1/07/2019,3,ctn,DRY
CP01f,1/08/2019,3,ctn,DRY
CP01f,1/09/2019,2,ctn,DRY
CP02e,1/05/2019,11,ctn,DRY
CP02e,1/06/2019,11,ctn,DRY
CP02e,1/07/2019,16,ctn,DRY
CP02e,1/08/2019,13,ctn,DRY
CP02e,1/09/2019,13,ctn,DRY
CP05Aa,1/07/2019,2,ctn,DRY
CP06b,1/06/2019,1,ctn,DRY
CP06b,1/09/2019,1,roll,DRY
CRL01A,1/09/2019,1,ctn,FRZ
CST01,1/05/2019,188,ctn,FRZ
CST01,1/06/2019,149,ctn,FRZ
CST01,1/07/2019,145,ctn,FRZ
CST01,1/08/2019,146,ctn,FRZ
CST01,1/09/2019,309,ctn,FRZ
CST03,1/05/2019,1,ctn,FRZ
CST03,1/06/2019,4,ctn,FRZ
CST03,1/07/2019,2,ctn,FRZ
CST03,1/08/2019,3,ctn,FRZ
CST03,1/09/2019,6,ctn,FRZ
CST04,1/09/2019,2,ctn,FRZ
CST06,1/05/2019,2,ctn,FRZ
CST06,1/06/2019,1,ctn,FRZ
CST06,1/07/2019,0.2,ctn,FRZ
CST07E,1/06/2019,1,ctn,FRZ
CST07E,1/09/2019,2,ctn,FRZ
DAI01A,1/05/2019,14,ctn,FRZ
DAI01A,1/06/2019,12,ctn,FRZ
DAI01A,1/07/2019,12,ctn,FRZ
DAI01A,1/08/2019,3,ctn,FRZ
DAI01A,1/09/2019,29,ctn,FRZ
DH01,1/05/2019,85,ctn,FRZ
DH01,1/06/2019,52,ctn,FRZ
DH01,1/07/2019,92,ctn,FRZ
DH01,1/08/2019,16,ctn,FRZ
DH01,1/09/2019,93,ctn,FRZ
DH02,1/06/2019,72,ctn,FRZ
DH02,1/08/2019,72,ctn,FRZ
DH02,1/09/2019,72,ctn,FRZ
DH03,1/05/2019,15,ctn,FRZ
DH03,1/06/2019,1,ctn,FRZ
DH03,1/07/2019,16,ctn,FRZ
DH03,1/08/2019,20,ctn,FRZ
DH03,1/09/2019,1,ctn,FRZ
DH07,1/08/2019,1,ctn,FRZ
DH08A,1/05/2019,20,pack,FRZ
DH08A,1/06/2019,23,pack,FRZ
DH08A,1/07/2019,20,pack,FRZ
DH08A,1/08/2019,25,pack,FRZ
DH08B,1/05/2019,2.8,ctn,FRZ
DH08B,1/06/2019,0.2,ctn,FRZ
DH08B,1/09/2019,0.2,ctn,FRZ
DH09,1/08/2019,15,pack,FRZ
DH11A,1/06/2019,0.1,ctn,FRZ
DH11A,1/08/2019,1,ctn,FRZ
DH11A,1/09/2019,1,ctn,FRZ
DH13A,1/06/2019,0.05,ctn,FRZ
DH13A,1/07/2019,2,ctn,FRZ
DH13A,1/08/2019,4,ctn,FRZ
DH13A,1/09/2019,5,ctn,FRZ
DH17,1/05/2019,1,ctn,FRZ
DH17,1/06/2019,1,ctn,FRZ
DH17,1/07/2019,1.46,ctn,FRZ
DH17,1/09/2019,1.46,ctn,FRZ
DH19,1/05/2019,14,ctn,FRZ
DH19,1/06/2019,8,ctn,FRZ
DH19,1/07/2019,4,ctn,FRZ
DH19,1/08/2019,13,ctn,FRZ
DH19,1/09/2019,11,ctn,FRZ
DH20,1/05/2019,3,ctn,FRZ
DH20,1/06/2019,2,ctn,FRZ
DH20,1/07/2019,4,ctn,FRZ
DH20,1/08/2019,4,ctn,FRZ
DH20,1/09/2019,1,ctn,FRZ
DH25,1/05/2019,2,ctn,FRZ
DH25,1/06/2019,2,ctn,FRZ
DH25,1/07/2019,3.675,ctn,FRZ
DH32,1/05/2019,1,ctn,DRY
DH32,1/06/2019,1,ctn,DRY
DH32,1/07/2019,1,ctn,DRY
DH33,1/05/2019,2,ctn,DRY
DH33,1/06/2019,3,ctn,DRY
DH33,1/07/2019,2,ctn,DRY
DH33,1/08/2019,3,ctn,DRY
DH34,1/08/2019,1,ctn,DRY
DH34,1/09/2019,1,ctn,DRY
DH35A,1/05/2019,9,ctn,FRZ
DH35A,1/06/2019,5,ctn,FRZ
DH35A,1/07/2019,12.1,ctn,FRZ
DH35A,1/08/2019,8.9,ctn,FRZ
DH35A,1/09/2019,14,ctn,FRZ
DH37,1/08/2019,216,ctn,FRZ
DH37,1/09/2019,72,ctn,FRZ
DH37A,1/07/2019,1,ctn,FRZ
DH41,1/05/2019,1,ctn,FRZ
DH41,1/08/2019,1,ctn,FRZ
DH42,1/05/2019,4,ctn,FRZ
DH42,1/06/2019,2,ctn,FRZ
DH42,1/09/2019,4,ctn,FRZ
DH45,1/05/2019,20,ctn,FRZ
DH45,1/06/2019,10,ctn,FRZ
DH45,1/07/2019,5,ctn,FRZ
DH45,1/08/2019,28,ctn,FRZ
DH47,1/06/2019,2,ctn,FRZ
DH48,1/06/2019,10,bdl,DRY
DH50,1/08/2019,0.1,ctn,FRZ
DH51,1/08/2019,0.3,ctn,FRZ
DH52,1/08/2019,1,ctn,FRZ
DH52,1/09/2019,3,ctn,FRZ
DH53,1/08/2019,0.4,ctn,FRZ
DH54,1/09/2019,5,ctn,FRZ
DW,1/05/2019,2.5,ctn,FRZ
DW,1/06/2019,0.5,ctn,FRZ
DW10a,1/07/2019,2,ctn,DRY
DW10a,1/08/2019,4,ctn,DRY
Dw16a,1/05/2019,8,ctn,DRY
Dw16a,1/06/2019,2,ctn,DRY
DW16a,1/05/2019,5,ctn,DRY
DW16a,1/06/2019,3,ctn,DRY
DW16a,1/07/2019,6,ctn,DRY
DW16a,1/07/2019,8,bag,DRY
DW16a,1/08/2019,6,ctn,DRY
DW16a,1/08/2019,2,bag,DRY
DW16a,1/09/2019,8,ctn,DRY
DW17a,1/05/2019,1,ctn,DRY
DW17a,1/07/2019,1,ctn,DRY
DW17a,1/08/2019,1,ctn,DRY
DW17a,1/08/2019,1,bag,DRY
DW18a,1/05/2019,2,ctn,DRY
DW18a,1/06/2019,3,ctn,DRY
DW18a,1/07/2019,1,ctn,DRY
DW18a,1/08/2019,2,ctn,DRY
DW18a,1/09/2019,1,ctn,DRY
DW19,1/05/2019,1,ctn,DRY
DW19,1/06/2019,1,ctn,DRY
DW19,1/07/2019,1,ctn,DRY
DW19,1/09/2019,1,ctn,DRY
DW21,1/05/2019,1,bag,DRY
DW21,1/06/2019,1,bag,DRY
DW21,1/07/2019,1,ctn,DRY
DW21,1/08/2019,2,ctn,DRY
DW21,1/09/2019,1,ctn,DRY
DW22,1/05/2019,6,ctn,FRZ
DW22,1/06/2019,10,ctn,FRZ
DW22,1/07/2019,8,ctn,FRZ
DW22,1/08/2019,8,ctn,FRZ
DW22,1/09/2019,7,ctn,FRZ
DW23,1/07/2019,1,ctn,FRZ
DW23a,1/07/2019,1,ctn,DRY
DW69,1/06/2019,1,ctn,FRZ
DW69,1/07/2019,1,ctn,FRZ
EBP03a,1/05/2019,6,ctn,DRY
EBP03a,1/06/2019,2,ctn,DRY
EBP03a,1/07/2019,9,ctn,DRY
EBP03a,1/08/2019,4,ctn,DRY
EBP03a,1/09/2019,2,ctn,DRY
EBP04,1/05/2019,44,ctn,DRY
EBP04,1/06/2019,45,ctn,DRY
EBP04,1/07/2019,51,ctn,DRY
EBP04,1/08/2019,50,ctn,DRY
EBP04,1/09/2019,41,ctn,DRY
FNW01,1/09/2019,5,ctn,DRY
FNW02,1/09/2019,5,ctn,DRY
FO03,1/05/2019,1,ctn,FRZ
FO03,1/06/2019,1,ctn,FRZ
FO03,1/07/2019,1,ctn,FRZ
FO04,1/05/2019,336,ctn,FRZ
FO04,1/06/2019,198,ctn,FRZ
FO04,1/08/2019,172.25,ctn,FRZ
FO04,1/09/2019,241,ctn,FRZ
FO04A,1/08/2019,60,ctn,FRZ
FO06,1/05/2019,316,ctn,FRZ
FO06,1/06/2019,275,ctn,FRZ
FO06,1/07/2019,324,ctn,FRZ
FO06,1/08/2019,112,ctn,FRZ
FO15,1/05/2019,2,ctn,FRZ
FO16,1/08/2019,0.1,ctn,FRZ
FO17,1/05/2019,26,ctn,FRZ
FO17,1/06/2019,22,ctn,FRZ
FO17,1/07/2019,26,ctn,FRZ
FO17,1/08/2019,23,ctn,FRZ
FO17,1/09/2019,59,ctn,FRZ
FO18,1/05/2019,81,ctn,FRZ
FO18,1/07/2019,76,ctn,FRZ
FO18,1/08/2019,50,ctn,FRZ
FO18,1/09/2019,28.05,ctn,FRZ
FO19,1/05/2019,67,ctn,FRZ
FO19,1/06/2019,31,ctn,FRZ
FO19,1/07/2019,54,ctn,FRZ
FO19,1/08/2019,66,ctn,FRZ
FO19,1/09/2019,55,ctn,FRZ
FO20,1/05/2019,98,ctn,FRZ
FO20,1/06/2019,64,ctn,FRZ
FO20,1/07/2019,59.75,ctn,FRZ
FO20,1/08/2019,58,ctn,FRZ
FO20,1/09/2019,73,ctn,FRZ
FO21,1/05/2019,32,ctn,FRZ
FO21,1/06/2019,61.2,ctn,FRZ
FO21,1/07/2019,59.8,ctn,FRZ
FO21,1/08/2019,49,ctn,FRZ
FSS01,1/05/2019,60,pack,DRY
FSS01,1/09/2019,30,pack,DRY
FSS02,1/05/2019,40,pack,DRY
FSS02,1/09/2019,15,pack,DRY
FSS03,1/05/2019,25,pack,DRY
FSS03,1/06/2019,10,pack,DRY
FSS03,1/09/2019,10,pack,DRY
FSS04,1/09/2019,5,pack,DRY
FSS05,1/05/2019,30,pack,DRY
FSS05,1/06/2019,10,pack,DRY
FSS05,1/09/2019,10,pack,DRY
FSS06,1/05/2019,10,pack,DRY
FSS06,1/09/2019,10,pack,DRY
GCA01d,1/05/2019,36,ctn,DRY
GCA01e,1/06/2019,30,ctn,DRY
GCA01e,1/07/2019,48,ctn,DRY
GCA01e,1/08/2019,18,ctn,DRY
GCA01e,1/09/2019,30,ctn,DRY
GCA02b,1/05/2019,17,ctn,DRY
GCA02b,1/06/2019,12,ctn,DRY
GCA02b,1/07/2019,5,ctn,DRY
GCA02c,1/07/2019,20,ctn,DRY
GCA02c,1/08/2019,10,ctn,DRY
GCA02c,1/09/2019,24,ctn,DRY
GCA03e,1/05/2019,1,ctn,DRY
GCA03e,1/06/2019,2,bag,DRY
GCA03e,1/07/2019,4,ctn,DRY
GCA03e,1/07/2019,1,bag,DRY
GCA03e,1/09/2019,1,ctn,DRY
GCA06,1/06/2019,1,ctn,DRY
GCA06,1/07/2019,1,ctn,DRY
GCA06,1/08/2019,1,ctn,DRY
GCA07,1/06/2019,1,ctn,DRY
GFJ01,1/05/2019,3,ctn,FRZ
GFJ01,1/06/2019,4,ctn,FRZ
GFJ01,1/07/2019,2,ctn,FRZ
GFJ01,1/09/2019,1,ctn,FRZ
GFJ03,1/05/2019,8,ctn,FRZ
GFJ03,1/06/2019,2,ctn,FRZ
GFJ03,1/07/2019,8,ctn,FRZ
GFJ03,1/08/2019,7,ctn,FRZ
GFJ03,1/09/2019,12,ctn,FRZ
GFJ04,1/05/2019,2,ctn,FRZ
GFJ04,1/06/2019,6,ctn,FRZ
GFJ04,1/07/2019,2,ctn,FRZ
GFJ04,1/08/2019,1.4,ctn,FRZ
GFJ04,1/09/2019,7.7,ctn,FRZ
GFJ05,1/08/2019,0.1,ctn,FRZ
GFJ05,1/09/2019,4,ctn,FRZ
GFJ06,1/05/2019,1,ctn,FRZ
GFJ06,1/06/2019,1,ctn,FRZ
GFJ06HACHI,1/05/2019,1,ctn,FRZ
GFJ06HACHI,1/07/2019,2,ctn,FRZ
GFJ06HACHI,1/08/2019,1.917,ctn,FRZ
GFJ06HACHI,1/09/2019,1,ctn,FRZ
GFJ07,1/05/2019,5,ctn,FRZ
GFJ07,1/06/2019,4,ctn,FRZ
GFJ07,1/07/2019,4,ctn,FRZ
GFJ07,1/08/2019,5,ctn,FRZ
GFJ07,1/09/2019,4,ctn,FRZ
GFJ08,1/05/2019,1,ctn,FRZ
GFJ08,1/06/2019,1,ctn,FRZ
GFJ08,1/07/2019,0.5,ctn,FRZ
GFJ08,1/08/2019,1,ctn,FRZ
GFJ10,1/05/2019,3,ctn,FRZ
GFJ11,1/05/2019,3,ctn,FRZ
GFJ11,1/08/2019,8,ctn,FRZ
GFJ11,1/09/2019,1,ctn,FRZ
GFJ12,1/05/2019,83,ctn,FRZ
GFJ12,1/06/2019,52,ctn,FRZ
GFJ12,1/07/2019,102,ctn,FRZ
GFJ12,1/08/2019,81,ctn,FRZ
GFJ12,1/09/2019,81,ctn,FRZ
GFJ13,1/05/2019,17,ctn,FRZ
GFJ13,1/06/2019,14,ctn,FRZ
GFJ13,1/07/2019,15,ctn,FRZ
GFJ13,1/08/2019,15,ctn,FRZ
GFJ13,1/09/2019,15,ctn,FRZ
GFJ14,1/07/2019,1,ctn,FRZ
GFJ14,1/08/2019,1,ctn,FRZ
GFJ15,1/06/2019,31,ctn,FRZ
GFJ16,1/09/2019,30,ctn,FRZ
GFJ18,1/05/2019,20,ctn,FRZ
GFJ18,1/06/2019,20,ctn,FRZ
GFJ18,1/09/2019,20,ctn,FRZ
GFJ19,1/05/2019,1,ctn,FRZ
GFJ19,1/06/2019,19,ctn,FRZ
GFJ19,1/07/2019,3,ctn,FRZ
GFJ19,1/08/2019,18,ctn,FRZ
