sf_code,end_stock_day,product_name,new_balance,unit,bbd,product_type
SIC02Aa,31/12/2019,,2,ctn,19/06/2020,FRZ
SIC02Aa,31/12/2019,,1,ctn,16/11/2020,FRZ
SIC02Ba,31/12/2019,,5,ctn,24/10/2020,FRZ
SIC02Ba,31/12/2019,,2,ctn,16/11/2020,FRZ
SIC03a,31/12/2019,,2,ctn,10/10/2020,FRZ
SIC03a,31/12/2019,,1,ctn,16/11/2020,FRZ
SIC03Aa,31/12/2019,,2,ctn,22/11/2020,FRZ
SIC03Ba,31/12/2019,,1,ctn,22/11/2020,FRZ
SIC04,31/12/2019,,1,ctn,11/10/2020,FRZ
SIC04,31/12/2019,,1,ctn,16/11/2020,FRZ
SIC05Ba,31/12/2019,,1,ctn,16/11/2020,FRZ
SIC05Ba,31/12/2019,,2,ctn,29/11/2020,FRZ
SIC07Ba,31/12/2019,,1,ctn,22/08/2020,FRZ
SIC08Ab,31/12/2019,,2,ctn,10/01/2020,FRZ
SIC08Ab,31/12/2019,,2,ctn,12/03/2020,FRZ
SIC08Ba,31/12/2019,,1,ctn,7/10/2020,FRZ
SIC11,31/12/2019,,1,ctn,29/11/2020,FRZ
SM03Ab,31/12/2019,,0.75,ctn,6/03/2021,DRY
SM05a,31/12/2019,,2,ctn,14/12/2018,DRY
SM05A,31/12/2019,,5,ctn,31/12/2099,DRY
SO15,31/12/2019,,1,ctn,10/02/2015,FRZ
SO18,31/12/2019,,1,ctn,27/12/2015,FRZ
SO18A,31/12/2019,,0.9,ctn,13/11/2015,FRZ
SO21a,31/12/2019,,19,ctn,15/12/2020,FRZ
SO23,31/12/2019,,2.5,ctn,6/08/2017,FRZ
SO31a,31/12/2019,,3,ctn,6/07/2018,FRZ
SO32,31/12/2019,,54,ctn,14/02/2021,FRZ
SO33,31/12/2019,,20,ctn,18/11/2020,FRZ
SO33,31/12/2019,,1,ctn,1/05/2021,FRZ
SO34,31/12/2019,,3,ctn,3/08/2020,FRZ
SO35,31/12/2019,,5,ctn,3/08/2020,FRZ
SPL165,31/12/2019,,2,ctn,5/09/2020,FRZ
SPL325,31/12/2019,,1.75,ctn,12/10/2018,DRY
SPL467,31/12/2019,,2,ctn,1/11/2021,DRY
SPL468,31/12/2019,,10,ctn,1/11/2021,DRY
SPL470,31/12/2019,,2.75,bag,5/10/2020,DRY
SPL592,31/12/2019,,7,ctn,17/01/2021,FRZ
SPL596,31/12/2019,,21,bottle,31/12/2099,DRY
SPL597,31/12/2019,,1,ctn,31/12/2099,DRY
SPL620,31/12/2019,,1,ctn,20/10/2020,FRZ
ST01B,31/12/2019,,18.96,ctn,25/09/2020,FRZ
ST04,31/12/2019,,4,ctn,11/06/2019,FRZ
ST05,31/12/2019,,0.2,ctn,17/09/2020,FRZ
ST05,31/12/2019,,9,ctn,25/09/2020,FRZ
ST06,31/12/2019,,3,ctn,25/08/2020,FRZ
ST06,31/12/2019,,7.5,ctn,25/09/2020,FRZ
SUSHI02,31/12/2019,,5.625,ctn,24/11/2020,DRY
SUSHI02,31/12/2019,,2.375,ctn,31/12/2099,DRY
SUSHI03,31/12/2019,,46,tray,31/12/2099,DRY
T01a,31/12/2019,,14,ctn,23/10/2021,FRZ
T01a,31/12/2019,,80,ctn,23/10/2021,DRY
T02b,31/12/2019,,14,ctn,26/08/2021,FRZ
T02b,31/12/2019,,48,ctn,21/10/2021,DRY
T03a,31/12/2019,,25,ctn,17/08/2021,FRZ
T03a,31/12/2019,,84,ctn,17/08/2021,DRY
T04B,31/12/2019,,2,pack,21/06/2020,FRZ
T04B,31/12/2019,,672,ctn,28/10/2021,FRZ
T04B,31/12/2019,,224,ctn,28/10/2021,DRY
T05,31/12/2019,,3,pack,20/10/2014,FRZ
T05,31/12/2019,,1,ctn,22/09/2018,FRZ
T05,31/12/2019,,56,ctn,29/10/2021,FRZ
T05,31/12/2019,,168,ctn,29/10/2021,DRY
T05,31/12/2019,,672,ctn,5/11/2021,FRZ
T06,31/12/2019,,60,ctn,13/05/2021,DRY
T06,31/12/2019,,31,ctn,13/05/2021,FRZ
T07A,31/12/2019,,17,ctn,1/04/2021,DRY
T07A,31/12/2019,,3,ctn,13/11/2021,DRY
T08A,31/12/2019,,1,ctn,4/04/2021,DRY
T08A,31/12/2019,,1,ctn,29/05/2021,DRY
T08A,31/12/2019,,6,ctn,12/11/2021,FRZ
T08A,31/12/2019,,8,ctn,12/11/2021,DRY
T08A,31/12/2019,,4,ctn,13/11/2021,FRZ
T09A,31/12/2019,,10,ctn,13/11/2021,FRZ
T10,31/12/2019,,2,ctn,20/07/2020,FRZ
T10,31/12/2019,,1,ctn,25/07/2020,FRZ
T11A,31/12/2019,,8,ctn,31/12/1999,FRZ
T11A,31/12/2019,,48,ctn,15/10/2021,DRY
T17,31/12/2019,,4,pack,31/12/1999,FRZ
T19,31/12/2019,,10,ctn,1/10/2021,FRZ
T22A,31/12/2019,,1,ctn,2/07/2021,FRZ
T24,31/12/2019,,1064,ctn,28/10/2021,FRZ
T24,31/12/2019,,52,ctn,18/11/2021,FRZ
T27,31/12/2019,,1,ctn,21/03/2019,FRZ
T28,31/12/2019,,5.375,ctn,2/11/2018,FRZ
T30,31/12/2019,,7,ctn,2/10/2021,FRZ
T33,31/12/2019,,1,ctn,11/05/2021,FRZ
T33,31/12/2019,,7,ctn,27/08/2021,FRZ
TaiK04B,31/12/2019,,0.9,ctn,15/09/2020,FRZ
Taik08,31/12/2019,,0.6,ctn,7/07/2014,FRZ
TaiK14Ab,31/12/2019,,28,ctn,15/08/2020,FRZ
TaiK14Ab,31/12/2019,,208,ctn,13/08/2021,FRZ
TCH01,31/12/2019,,4.8841,ctn,26/02/2021,FRZ
TCH02,31/12/2019,,9.7671,ctn,25/02/2021,FRZ
TCH03,31/12/2019,,4,ctn,26/02/2021,FRZ
TF　Stock,31/12/2019,,1,ctn,21/05/2018,FRZ
TF　Stock,31/12/2019,,2,ctn,20/05/2019,FRZ
TF　Stock,31/12/2019,,1,ctn,22/06/2019,FRZ
TF　Stock,31/12/2019,,1,ctn,25/06/2019,FRZ
TF　Stock,31/12/2019,,1,ctn,1/12/2019,FRZ
TF　Stock,31/12/2019,,2.79,pack,30/01/2020,FRZ
TF　Stock,31/12/2019,,10.53,ctn,30/01/2020,FRZ
TF　Stock,31/12/2019,,1,plt,31/12/2099,FRZ
TF　Stock,31/12/2019,,1,ctn,31/12/2099,FRZ
TF01B,31/12/2019,,80,ctn,6/04/2020,FRZ
TF01B,31/12/2019,,1,ctn,13/08/2020,FRZ
TF01B,31/12/2019,,8,ctn,20/08/2020,FRZ
TF01B,31/12/2019,,9,ctn,21/08/2020,FRZ
TF01B,31/12/2019,,7,ctn,24/08/2020,FRZ
TF04,31/12/2019,,0.666,ctn,10/12/2018,FRZ
TF10,31/12/2019,,0.7,ctn,31/12/1999,FRZ
TF11,31/12/2019,,0.2,ctn,31/12/1999,FRZ
TF14,31/12/2019,,1,ctn,3/06/2019,FRZ
TF15,31/12/2019,,11.6,ctn,19/12/2020,FRZ
TF15,31/12/2019,,3,ctn,23/12/2020,FRZ
TF34B,31/12/2019,,1,ctn,31/12/2099,FRZ
TF34C,31/12/2019,,6,ctn,16/10/2020,FRZ
TF34C,31/12/2019,,1,ctn,23/10/2020,FRZ
TF34C,31/12/2019,,60,ctn,10/12/2020,FRZ
TF34NFS,31/12/2019,,14,ctn,15/10/2020,FRZ
TF47,31/12/2019,,2,ctn,10/04/2020,DRY
TF47,31/12/2019,,5,ctn,29/05/2020,DRY
TF48,31/12/2019,,10,ctn,16/12/2020,DRY
TF49,31/12/2019,,8,ctn,8/11/2020,DRY
TF49,31/12/2019,,20,ctn,16/12/2020,DRY
TF60,31/12/2019,,48,ctn,2/10/2018,DRY
TF61,31/12/2019,,3.2,ctn,21/05/2020,FRZ
TF66Material,31/12/2019,,4,ctn,27/09/2020,FRZ
TF66Material,31/12/2019,,5,ctn,3/10/2020,FRZ
TF66Material,31/12/2019,,2,ctn,4/10/2020,FRZ
TF66Material,31/12/2019,,1,ctn,14/10/2020,FRZ
TF66Material,31/12/2019,,4,ctn,17/10/2020,FRZ
TF66Material,31/12/2019,,3,ctn,24/10/2020,FRZ
TF66Material,31/12/2019,,4,ctn,25/10/2020,FRZ
TF66Material,31/12/2019,,2,ctn,26/10/2020,FRZ
TF66Material,31/12/2019,,1,ctn,27/10/2020,FRZ
TF66Material,31/12/2019,,1,ctn,31/10/2020,FRZ
TF66Material,31/12/2019,,2,ctn,1/11/2020,FRZ
TF66Material,31/12/2019,,3,ctn,9/11/2020,FRZ
TF66Material,31/12/2019,,2,ctn,14/11/2020,FRZ
TF66Material,31/12/2019,,1,ctn,15/11/2020,FRZ
TF66Material,31/12/2019,,3,ctn,22/11/2020,FRZ
TF66Material,31/12/2019,,2,ctn,3/12/2020,FRZ
TF66Material,31/12/2019,,6,ctn,7/12/2020,FRZ
TF71JFT,31/12/2019,,7.7,ctn,31/12/2099,FRZ
TF74,31/12/2019,,1,ctn,5/12/2019,FRZ
TF74Bgrade,31/12/2019,,1,ctn,31/12/1999,FRZ
TF77,31/12/2019,,0.5,ctn,16/11/2020,FRZ
TF77,31/12/2019,,2.5,ctn,23/11/2020,FRZ
TF77,31/12/2019,,10,ctn,28/11/2020,FRZ
TF77,31/12/2019,,1,ctn,6/12/2020,FRZ
TF77,31/12/2019,,11,ctn,13/12/2020,FRZ
TF77,31/12/2019,,6,ctn,20/12/2020,FRZ
TF83,31/12/2019,,1.3637,ctn,1/09/2019,FRZ
TF83,31/12/2019,,4,ctn,1/12/2019,FRZ
TF83,31/12/2019,,0.4333,ctn,1/05/2020,FRZ
TF83,31/12/2019,,6,ctn,1/11/2020,FRZ
TF83,31/12/2019,,8,ctn,1/12/2020,FRZ
TF83A,31/12/2019,,1,ctn,1/05/2019,FRZ
TF83A,31/12/2019,,1,ctn,1/08/2019,FRZ
TF83A,31/12/2019,,0.06334,ctn,1/01/2020,FRZ
TF83A,31/12/2019,,3,ctn,1/07/2020,FRZ
TF83A,31/12/2019,,18,ctn,1/08/2020,FRZ
TF83A,31/12/2019,,1,ctn,1/09/2020,FRZ
TF83A,31/12/2019,,1,ctn,1/10/2020,FRZ
TF83A,31/12/2019,,11,ctn,1/11/2020,FRZ
TF83A,31/12/2019,,7,ctn,1/12/2020,FRZ
TF83B,31/12/2019,,1,ctn,1/09/2019,FRZ
TF83B,31/12/2019,,1,ctn,1/05/2020,FRZ
TF83B,31/12/2019,,2,ctn,1/07/2020,FRZ
TF83B,31/12/2019,,3,ctn,1/08/2020,FRZ
TF83B,31/12/2019,,1,ctn,1/12/2020,FRZ
TF83E,31/12/2019,,0.0333,ctn,1/05/2019,FRZ
TF83E,31/12/2019,,1,ctn,24/05/2019,FRZ
TF83F,31/12/2019,,6,ctn,1/08/2020,FRZ
TF83F,31/12/2019,,2,ctn,1/09/2020,FRZ
TF83F,31/12/2019,,2,ctn,1/10/2020,FRZ
TF83F,31/12/2019,,4,ctn,1/11/2020,FRZ
TF83F,31/12/2019,,5,ctn,1/12/2020,FRZ
TF84,31/12/2019,,18,ctn,15/07/2020,FRZ
TF84,31/12/2019,,65,ctn,19/07/2020,DRY
TF84,31/12/2019,,62,ctn,22/07/2020,DRY
TF84,31/12/2019,,59,ctn,26/07/2020,DRY
TF84,31/12/2019,,65,ctn,29/07/2020,DRY
TF84,31/12/2019,,63,ctn,5/08/2020,DRY
TF84,31/12/2019,,65,ctn,12/08/2020,DRY
TF84,31/12/2019,,61,ctn,9/09/2020,DRY
TF84,31/12/2019,,64,ctn,16/09/2020,DRY
TF84,31/12/2019,,43,ctn,30/09/2020,DRY
TF84,31/12/2019,,46,ctn,14/10/2020,DRY
TF84,31/12/2019,,45,ctn,21/10/2020,DRY
TF84,31/12/2019,,41,ctn,28/10/2020,DRY
TF84,31/12/2019,,40,ctn,4/11/2020,DRY
TF84,31/12/2019,,51,ctn,10/11/2020,DRY
TF84,31/12/2019,,1,ctn,11/11/2020,DRY
TF84,31/12/2019,,55,ctn,18/11/2020,DRY
TF84,31/12/2019,,54,ctn,11/12/2020,DRY
TF84SAMPLE,31/12/2019,,25,ctn,31/12/2099,FRZ
TF85,31/12/2019,,1,ctn,4/04/2019,FRZ
TF85,31/12/2019,,3,ctn,2/05/2020,FRZ
TF85,31/12/2019,,47,ctn,1/11/2020,FRZ
TF85,31/12/2019,,47,ctn,6/11/2020,DRY
TF85,31/12/2019,,52,ctn,7/11/2020,DRY
TF85,31/12/2019,,52,ctn,8/11/2020,DRY
TF85,31/12/2019,,54,ctn,12/11/2020,DRY
TF85,31/12/2019,,55,ctn,13/11/2020,DRY
TF85,31/12/2019,,54,ctn,14/11/2020,DRY
TF85,31/12/2019,,51,ctn,15/11/2020,DRY
TF85,31/12/2019,,54,ctn,19/11/2020,DRY
TF85,31/12/2019,,52,ctn,20/11/2020,DRY
TF85,31/12/2019,,53,ctn,21/11/2020,DRY
TF85,31/12/2019,,52,ctn,22/11/2020,DRY
TF85,31/12/2019,,51,ctn,26/11/2020,DRY
TF85,31/12/2019,,50,ctn,27/11/2020,DRY
TF85,31/12/2019,,52,ctn,28/11/2020,DRY
TF85,31/12/2019,,54,ctn,29/11/2020,DRY
TF85,31/12/2019,,51,ctn,3/12/2020,DRY
TF85,31/12/2019,,53,ctn,4/12/2020,DRY
TF85,31/12/2019,,53,ctn,5/12/2020,DRY
TF85,31/12/2019,,52,ctn,6/12/2020,DRY
TF85,31/12/2019,,53,ctn,10/12/2020,DRY
TF85,31/12/2019,,1,ctn,11/12/2020,DRY
TF85,31/12/2019,,41,ctn,12/12/2020,DRY
TF85,31/12/2019,,1,ctn,31/12/2099,DRY
TF85,31/12/2019,,59,ctn,31/12/2099,FRZ
TF88,31/12/2019,,3,ctn,22/11/2020,FRZ
TF89,31/12/2019,,2,ctn,31/12/2099,DRY
TF90,31/12/2019,,3,ctn,13/12/2020,FRZ
TF96,31/12/2019,,15.5,ctn,31/12/1999,FRZ
TF97,31/12/2019,,19,ctn,23/12/2020,FRZ
TF98,31/12/2019,,2,ctn,21/10/2020,FRZ
TF99,31/12/2019,,8,ctn,30/11/2020,FRZ
TFB25,31/12/2019,,1,ctn,4/06/2019,FRZ
TFB25,31/12/2019,,13,ctn,1/12/2019,FRZ
TFB25,31/12/2019,,37,ctn,8/12/2019,FRZ
TFB25,31/12/2019,,33,ctn,22/12/2019,FRZ
TFB25,31/12/2019,,11,ctn,1/01/2020,FRZ
TFB25,31/12/2019,,3,ctn,22/01/2020,FRZ
TFB25,31/12/2019,,5,ctn,15/09/2020,FRZ
TFB25,31/12/2019,,25,ctn,22/09/2020,FRZ
TFB25,31/12/2019,,32,ctn,20/10/2020,FRZ
TFB26,31/12/2019,,13,ctn,4/11/2019,FRZ
TFB26,31/12/2019,,34,ctn,25/11/2019,FRZ
TFB26,31/12/2019,,34,ctn,15/12/2019,FRZ
TFB26,31/12/2019,,24,ctn,1/09/2020,FRZ
TFB26,31/12/2019,,33,ctn,6/10/2020,FRZ
TFF01,31/12/2019,,2,ctn,31/12/2099,DRY
TFF02,31/12/2019,,2,ctn,31/12/2099,DRY
TFF03,31/12/2019,,1,ctn,31/12/2099,DRY
TFF04,31/12/2019,,1,ctn,31/12/2099,DRY
TFJ05,31/12/2019,,8,ctn,4/12/2020,DRY
TFL002,31/12/2019,,1,ctn,11/09/2019,FRZ
TFS01,31/12/2019,,14,ctn,29/10/2020,FRZ
TFS01,31/12/2019,,50,ctn,5/12/2020,FRZ
TFS02,31/12/2019,,28,ctn,20/03/2017,FRZ
TFS02A,31/12/2019,,13,ctn,26/02/2018,FRZ
TFS04,31/12/2019,,2,ctn,19/04/2018,FRZ
TFS04,31/12/2019,,7.42,pack,23/04/2018,FRZ
TFS04,31/12/2019,,6.63,pack,30/04/2018,FRZ
TFS04,31/12/2019,,6.25,pack,14/05/2018,FRZ
TFS04,31/12/2019,,1,ctn,8/06/2018,FRZ
TFS04,31/12/2019,,5,pack,7/05/2019,FRZ
TFS04,31/12/2019,,1,ctn,30/11/2019,FRZ
TFS04,31/12/2019,,1,ctn,30/01/2020,FRZ
TFS04A,31/12/2019,,8,ctn,10/04/2019,FRZ
TF在庫,31/12/2019,,48,ctn,18/01/2017,DRY
TGP02,31/12/2019,,2,ctn,31/12/2099,DRY
TGP07,31/12/2019,,7,ctn,31/12/2099,DRY
TMK1,31/12/2019,,8,ctn,17/05/2019,FRZ
TMK3a,31/12/2019,,28,ctn,18/06/2020,FRZ
TMK4,31/12/2019,,1.33,ctn,17/05/2019,FRZ
TMK6,31/12/2019,,13.67,ctn,18/06/2020,FRZ
TPM01,31/12/2019,,21,ctn,31/12/2099,DRY
TPM02,31/12/2019,,6,ctn,31/12/2099,DRY
TRS01,31/12/2019,,1,ctn,31/07/2018,FRZ
TRS05,31/12/2019,,2.5,ctn,31/07/2018,FRZ
TRS06,31/12/2019,,14.6,ctn,31/07/2018,FRZ
TSK01,31/12/2019,,21,ctn,10/09/2020,FRZ
TSK02,31/12/2019,,11,ctn,27/09/2019,FRZ
TSK08,31/12/2019,,2.7,ctn,14/03/2018,FRZ
TSK18,31/12/2019,,7,ctn,4/11/2019,FRZ
TSK18,31/12/2019,,20,ctn,29/03/2020,DRY
TSK27,31/12/2019,,17,ctn,15/03/2020,FRZ
TSK27,31/12/2019,,40,ctn,6/10/2020,FRZ
TSK28,31/12/2019,,59,ctn,6/10/2020,FRZ
TSK28,31/12/2019,,160,ctn,6/10/2020,DRY
TSK32,31/12/2019,,71.5,ctn,15/06/2020,FRZ
TSK33,31/12/2019,,43.5,ctn,15/06/2020,FRZ
TSK33,31/12/2019,,37.5,ctn,31/12/2099,FRZ
TSK34,31/12/2019,,2.7,ctn,31/12/2099,FRZ
TSK35,31/12/2019,,0.75,ctn,31/12/1999,FRZ
TSK35,31/12/2019,,1,ctn,31/12/2099,FRZ
TSK44,31/12/2019,,6,ctn,30/03/2020,FRZ
TSK45,31/12/2019,,9,ctn,31/03/2020,FRZ
TSK47,31/12/2019,,9,ctn,30/03/2020,FRZ
TSK48,31/12/2019,,4,ctn,29/03/2020,FRZ
TSK49,31/12/2019,,17,ctn,29/03/2020,FRZ
TSK50,31/12/2019,,4,ctn,5/11/2019,FRZ
TSK50,31/12/2019,,20,ctn,30/03/2020,DRY
TSK51,31/12/2019,,9,ctn,13/08/2019,FRZ
TSK52,31/12/2019,,1,ctn,13/08/2019,FRZ
TSK53,31/12/2019,,8,ctn,28/03/2020,FRZ
TSK54,31/12/2019,,17,ctn,13/09/2020,FRZ
TSK54,31/12/2019,,320,ctn,13/09/2020,DRY
TSK55,31/12/2019,,43,ctn,19/04/2020,FRZ
TSK56,31/12/2019,,2,ctn,3/09/2020,FRZ
TSK57,31/12/2019,,3,ctn,2/09/2020,FRZ
TSK58,31/12/2019,,2,ctn,2/09/2020,FRZ
TSK59,31/12/2019,,3,ctn,12/09/2020,FRZ
TSK60,31/12/2019,,1,ctn,31/12/1999,FRZ
TSK60,31/12/2019,,8,ctn,2/08/2020,FRZ
TSK61,31/12/2019,,4,ctn,15/09/2020,FRZ
TSK62,31/12/2019,,8,ctn,1/10/2020,FRZ
TSK63,31/12/2019,,8,ctn,1/10/2020,FRZ
TSK64,31/12/2019,,5,ctn,1/10/2020,FRZ
TSK65,31/12/2019,,7,ctn,17/07/2020,FRZ
TT15,31/12/2019,,1,ctn,31/12/1999,FRZ
TT16,31/12/2019,,1,ctn,8/03/2012,FRZ
TT18,31/12/2019,,2.67,ctn,27/02/2012,FRZ
TT24,31/12/2019,,4.96,ctn,18/04/2014,FRZ
TT25,31/12/2019,,8.6,ctn,31/12/1999,FRZ
TT32,31/12/2019,,3,ctn,5/10/2014,FRZ
U18A,31/12/2019,,4.9,ctn,9/06/2016,FRZ
U19A,31/12/2019,,4.9,ctn,9/06/2016,FRZ
U34,31/12/2019,,2,ctn,18/04/2013,FRZ
U35,31/12/2019,,1,ctn,18/04/2013,FRZ
U36,31/12/2019,,2,ctn,18/04/2013,FRZ
UKF06A,31/12/2019,,15,ctn,26/02/2020,DRY
UKF06A,31/12/2019,,30,ctn,18/09/2020,DRY
UKF06Arepack,31/12/2019,,2,ctn,26/02/2020,DRY
UKF07,31/12/2019,,20,ctn,26/02/2020,DRY
UKF07,31/12/2019,,130,ctn,18/09/2020,DRY
Univ,31/12/2019,,1,ctn,24/01/2013,FRZ
Univ02,31/12/2019,,1,ctn,19/02/2019,FRZ
Univ10,31/12/2019,,2,pack,25/05/2020,FRZ
Univ27f,31/12/2019,,2.8,ctn,9/09/2020,FRZ
Univ27f,31/12/2019,,48,ctn,9/09/2020,DRY
Univ27f,31/12/2019,,8,ctn,2/04/2021,FRZ
Univ27f,31/12/2019,,48,ctn,1/05/2021,DRY
Univ27f,31/12/2019,,144,ctn,2/07/2021,DRY
Univ27f,31/12/2019,,96,ctn,9/07/2021,DRY
Univ27g,31/12/2019,,192,ctn,8/12/2020,DRY
Univ49a,31/12/2019,,0.8,ctn,31/12/1999,FRZ
Univ53a,31/12/2019,,1.8,ctn,26/09/2016,FRZ
Univ53b,31/12/2019,,4,ctn,4/11/2017,FRZ
Univ63e,31/12/2019,,19,ctn,5/06/2020,FRZ
Univ63e,31/12/2019,,48,ctn,9/09/2020,DRY
Univ63e,31/12/2019,,48,ctn,2/05/2021,DRY
Univ63e,31/12/2019,,30,ctn,2/06/2021,DRY
Univ63e,31/12/2019,,48,ctn,14/06/2021,DRY
Univ63f,31/12/2019,,45,ctn,2/05/2021,DRY
Univ66,31/12/2019,,13,ctn,10/05/2020,FRZ
VF01,31/12/2019,,19.9,ctn,22/07/2021,FRZ
VF01,31/12/2019,,31,ctn,22/07/2021,DRY
VF02,31/12/2019,,18,ctn,15/03/2021,FRZ
VF02,31/12/2019,,9,ctn,22/07/2021,FRZ
VF03,31/12/2019,,2,ctn,22/07/2021,FRZ
VF05,31/12/2019,,21.975,ctn,22/07/2021,FRZ
VF06,31/12/2019,,32,ctn,22/07/2021,DRY
VF06,31/12/2019,,6.975,ctn,22/07/2021,FRZ
VF07,31/12/2019,,7,ctn,22/07/2021,FRZ
VF08,31/12/2019,,29,ctn,12/11/2020,DRY
VFK03,31/12/2019,,192,bag,28/08/2020,DRY
VFK03,31/12/2019,,191,bag,29/08/2020,DRY
VFK04,31/12/2019,,0.8,kg,15/05/2018,FRZ
VFK04,31/12/2019,,21,ctn,13/12/2019,FRZ
VFK04,31/12/2019,,32,ctn,23/07/2020,DRY
VFK04A,31/12/2019,,160,ctn,24/07/2020,DRY
VFK05,31/12/2019,,160,ctn,23/07/2020,DRY
VFK05,31/12/2019,,18,ctn,24/07/2020,FRZ
VFK05,31/12/2019,,64,ctn,24/07/2020,DRY
VFK06,31/12/2019,,1,ctn,18/12/2019,DRY
VFK06,31/12/2019,,32,bag,29/08/2020,DRY
VIS01c,31/12/2019,,200,ctn,31/12/2099,DRY
VIS02Ab,31/12/2019,,309.2,ctn,31/12/2099,DRY
VIS03c,31/12/2019,,185,ctn,31/12/2099,DRY
VNR1,31/12/2019,,1,bag,5/10/2020,DRY
VNR1,31/12/2019,,432,bag,2/11/2020,DRY
VNR10,31/12/2019,,113.75,ctn,8/10/2019,DRY
VNR5,31/12/2019,,1,bag,15/07/2020,DRY
VNR5,31/12/2019,,270,bag,5/10/2020,DRY
VNR5,31/12/2019,,595,bag,2/11/2020,DRY
VNR6,31/12/2019,,9,bag,9/06/2016,FRZ
VNR7,31/12/2019,,2,bag,15/07/2020,DRY
VSE01,31/12/2019,,6,pair,31/12/2099,DRY
VSE02,31/12/2019,,11,pair,31/12/2099,DRY
VSE03,31/12/2019,,11,pair,31/12/2099,DRY
VSE04,31/12/2019,,10,pair,31/12/2099,DRY
VSE05,31/12/2019,,9,pair,31/12/2099,DRY
VT01,31/12/2019,,56,bdl,31/12/2099,DRY
VT02,31/12/2019,,4,bdl,31/12/2099,DRY
VT03,31/12/2019,,1,ctn,31/12/2099,DRY
WDY01,31/12/2019,,3,ctn,1/09/2019,FRZ
YAM03,31/12/2019,,30,ctn,11/11/2020,DRY
YCF01,31/12/2019,,20,ctn,28/07/2020,FRZ
YCF01,31/12/2019,,18,ctn,1/06/2021,DRY
YCF02,31/12/2019,,18,ctn,1/06/2021,FRZ
YCF02,31/12/2019,,24,ctn,1/06/2021,DRY
YHF03,31/12/2019,,96,ctn,18/11/2020,DRY
YHF03,31/12/2019,,452,ctn,23/04/2021,DRY
YHF03,31/12/2019,,43,ctn,23/04/2021,FRZ
YHF04,31/12/2019,,5,ctn,6/05/2021,FRZ
YHF05,31/12/2019,,15,ctn,15/11/2020,FRZ
YHF06,31/12/2019,,50,ctn,18/11/2020,DRY
YHF06,31/12/2019,,37,ctn,18/11/2020,FRZ
YHF07,31/12/2019,,1,ctn,29/10/2020,FRZ
YHF07A,31/12/2019,,5,ctn,28/04/2021,DRY
YHF08,31/12/2019,,16.8,ctn,21/10/2020,FRZ
YHF08,31/12/2019,,50,ctn,21/04/2021,DRY
YHF09,31/12/2019,,3,ctn,15/11/2020,FRZ
YHF09,31/12/2019,,96,ctn,15/11/2020,DRY
YHF10,31/12/2019,,0.9,ctn,31/12/1999,FRZ
YHF10,31/12/2019,,8,ctn,1/05/2021,FRZ
YM05,31/12/2019,,2,ctn,17/01/2020,DRY
YM06,31/12/2019,,10,ctn,5/09/2021,DRY
YM07,31/12/2019,,4,ctn,19/08/2021,DRY
YM12,31/12/2019,,5,ctn,7/11/2014,DRY
YM13,31/12/2019,,3.8337,ctn,18/07/2015,DRY
YM19,31/12/2019,,3.9,ctn,25/03/2017,DRY
YM19,31/12/2019,,2,ctn,25/06/2017,DRY
YM20,31/12/2019,,108,ctn,30/10/2020,DRY
YM20,31/12/2019,,35,ctn,24/12/2020,DRY
YM20,31/12/2019,,127,ctn,23/02/2021,DRY
YM20,31/12/2019,,58,ctn,31/12/2099,DRY
YM27,31/12/2019,,71.8334,ctn,27/02/2021,DRY
YM29,31/12/2019,,40,ctn,12/07/2020,DRY
YMT01,31/12/2019,,21,ctn,21/02/2020,DRY
YMT01,31/12/2019,,64,ctn,12/06/2020,DRY
YMT02,31/12/2019,,19,ctn,20/12/2019,DRY
YMT02,31/12/2019,,45,ctn,12/06/2020,DRY
YMT02,31/12/2019,,67,ctn,17/09/2020,DRY
YMT03,31/12/2019,,8,ctn,18/09/2020,DRY
YMT05,31/12/2019,,1,ctn,25/01/2018,DRY
YS01,31/12/2019,,220,ctn,16/10/2021,DRY
YS02,31/12/2019,,180,ctn,2/09/2020,DRY
YS03,31/12/2019,,3,ctn,31/08/2019,DRY
YS03,31/12/2019,,5,ctn,31/10/2019,DRY
YS03,31/12/2019,,8,ctn,1/08/2020,DRY
YS09,31/12/2019,,1,ctn,15/08/2019,DRY
YS09,31/12/2019,,10,ctn,17/01/2021,DRY
YS24,31/12/2019,,3,ctn,27/10/2012,DRY
YS26,31/12/2019,,1,ctn,19/02/2014,DRY
YS33A,31/12/2019,,1,ctn,30/11/2019,DRY
YS33A,31/12/2019,,3,ctn,27/02/2020,DRY
YS38,31/12/2019,,5,ctn,26/09/2020,DRY
YS38,31/12/2019,,320,ctn,14/10/2021,DRY
YS39,31/12/2019,,2,ctn,31/12/2099,DRY
YS40,31/12/2019,,0.6442,ctn,31/12/2099,DRY
YS41,31/12/2019,,483,pc,31/12/2099,DRY
YS42,31/12/2019,,1,ctn,6/12/2020,DRY
YS42,31/12/2019,,10,ctn,21/02/2021,DRY
YS42,31/12/2019,,10,ctn,10/04/2021,DRY
YS46,31/12/2019,,0.98,ctn,31/12/2099,DRY
YS47,31/12/2019,,609,pc,31/12/2099,DRY
YS48,31/12/2019,,9,ctn,13/03/2020,DRY
YS54,31/12/2019,,58,ctn,14/10/2020,DRY
