sf_code,end_stock_day,product_name,new_balance,unit,bbd,product_type
JT396A,31/12/2019,,13,ctn,31/12/2099,DRY
JT408,31/12/2019,,1,ctn,18/07/2018,DRY
JT413,31/12/2019,,3,inner bag,31/12/1999,DRY
JT413,31/12/2019,,6,ctn,17/08/2020,DRY
JT413,31/12/2019,,25,ctn,5/10/2020,DRY
JT414,31/12/2019,,1,ctn,31/12/2099,DRY
JT423,31/12/2019,,0.7,ctn,31/12/2099,DRY
JT436,31/12/2019,,7,ctn,31/12/2099,DRY
JT445,31/12/2019,,13,ctn,9/12/2020,DRY
JT445,31/12/2019,,10,ctn,28/02/2021,DRY
JT45,31/12/2019,,3,ctn,31/12/2099,DRY
JT451,31/12/2019,,0.1666,ctn,31/12/1999,DRY
JT451,31/12/2019,,0.83,ctn,1/03/2019,DRY
JT456,31/12/2019,,1650,pack,31/12/2099,DRY
JT458,31/12/2019,,3,ctn,16/08/2016,DRY
JT459,31/12/2019,,8,ctn,1/04/2018,DRY
JT46,31/12/2019,,36,ctn,2/10/2021,DRY
JT46,31/12/2019,,252,ctn,16/10/2021,DRY
JT46A,31/12/2019,,99,ctn,16/10/2021,DRY
JT473,31/12/2019,,50,pc,31/12/2099,DRY
JT480,31/12/2019,,1,inner bag,31/12/1999,DRY
JT48a,31/12/2019,,101,ctn,24/05/2020,DRY
JT504,31/12/2019,,0.95,ctn,31/12/2099,DRY
JT510,31/12/2019,,1,ctn,14/05/2018,DRY
JT526,31/12/2019,,1,inner bag,12/10/2018,DRY
JT526,31/12/2019,,40,ctn,2/10/2020,DRY
JT527,31/12/2019,,3,ctn,16/08/2020,DRY
JT527,31/12/2019,,20,ctn,2/10/2020,DRY
JT528,31/12/2019,,28.75,ctn,2/10/2020,DRY
JT529,31/12/2019,,10,ctn,2/10/2020,DRY
JT539,31/12/2019,,4,ctn,4/04/2020,FRZ
JT540,31/12/2019,,1,ctn,22/03/2019,DRY
JT560,31/12/2019,,3,ctn,31/12/2099,DRY
JT561,31/12/2019,,1.5,ctn,31/12/2099,DRY
JT600,31/12/2019,,5,ctn,30/11/2019,DRY
JT632,31/12/2019,,0.1967,ctn,31/12/2099,DRY
JT633,31/12/2019,,0.4389,ctn,31/12/2099,DRY
JT634,31/12/2019,,0.4389,ctn,31/12/2099,DRY
JT635,31/12/2019,,0.4389,ctn,31/12/2099,DRY
JT636,31/12/2019,,0.5767,ctn,31/12/2099,DRY
JT637,31/12/2019,,0.5767,ctn,31/12/2099,DRY
JT638,31/12/2019,,1,ctn,31/12/2099,DRY
JT639,31/12/2019,,1,ctn,31/12/2099,DRY
JT640,31/12/2019,,1,ctn,31/12/2099,DRY
JT641,31/12/2019,,1,ctn,31/12/2099,DRY
JT642,31/12/2019,,1,ctn,31/12/2099,DRY
JT643,31/12/2019,,1,ctn,31/12/2099,DRY
JT644,31/12/2019,,1,ctn,31/12/2099,DRY
JT645,31/12/2019,,1,ctn,31/12/2099,DRY
JT646,31/12/2019,,1,ctn,31/12/2099,DRY
JT650,31/12/2019,,1,inner bag,10/07/2019,DRY
JT651,31/12/2019,,7,ctn,13/01/2019,DRY
JT701,31/12/2019,,14,ctn,31/12/2099,DRY
JT837,31/12/2019,,4,ctn,13/05/2020,DRY
JT837,31/12/2019,,30,ctn,10/09/2020,DRY
JT838,31/12/2019,,5,ctn,24/09/2019,DRY
JT930,31/12/2019,,3,ctn,1/08/2020,DRY
JT982A,31/12/2019,,5,ctn,15/06/2020,DRY
K02,31/12/2019,,42,ctn,10/10/2020,FRZ
K02,31/12/2019,,20,ctn,10/10/2020,DRY
K08A,31/12/2019,,7,ctn,22/04/2020,FRZ
K12,31/12/2019,,1,ctn,28/06/2020,FRZ
K12,31/12/2019,,4,ctn,26/08/2020,FRZ
K12,31/12/2019,,3,ctn,22/10/2020,DRY
K12,31/12/2019,,2,ctn,22/10/2020,FRZ
K13,31/12/2019,,4,ctn,16/08/2020,FRZ
K13,31/12/2019,,6,ctn,3/10/2020,DRY
K13,31/12/2019,,2,ctn,3/10/2020,FRZ
K15,31/12/2019,,4,ctn,24/08/2020,FRZ
K15,31/12/2019,,23,ctn,16/10/2020,DRY
K15,31/12/2019,,16,ctn,16/10/2020,FRZ
K16,31/12/2019,,2,ctn,15/08/2020,FRZ
K16,31/12/2019,,2,ctn,2/11/2020,FRZ
K17,31/12/2019,,3,ctn,19/08/2020,FRZ
K17,31/12/2019,,2,ctn,5/11/2020,FRZ
K18,31/12/2019,,3,ctn,5/07/2020,FRZ
K18,31/12/2019,,3,ctn,13/08/2020,FRZ
K19,31/12/2019,,5,ctn,25/03/2020,FRZ
K20,31/12/2019,,2,ctn,28/08/2020,FRZ
K20,31/12/2019,,8,ctn,12/10/2020,DRY
K20,31/12/2019,,2,ctn,12/10/2020,FRZ
K22,31/12/2019,,5,ctn,23/03/2020,FRZ
K23,31/12/2019,,3,ctn,1/07/2020,FRZ
K23,31/12/2019,,2,ctn,15/08/2020,FRZ
K23,31/12/2019,,2,ctn,30/10/2020,FRZ
K24,31/12/2019,,3.5,ctn,2/07/2020,FRZ
K24,31/12/2019,,2,ctn,2/11/2020,FRZ
K31,31/12/2019,,3,ctn,13/12/2019,FRZ
K31,31/12/2019,,5,ctn,25/04/2020,FRZ
K31,31/12/2019,,46,ctn,2/07/2020,DRY
K33,31/12/2019,,1,ctn,15/08/2020,FRZ
K33,31/12/2019,,2,ctn,2/10/2020,FRZ
K33,31/12/2019,,3,ctn,2/10/2020,DRY
KB01e,31/12/2019,,8,ctn,26/01/2021,FRZ
KB01e,31/12/2019,,39,ctn,28/09/2021,FRZ
KB24,31/12/2019,,2,ctn,9/11/2019,FRZ
KFP01b,31/12/2019,,42,ctn,11/03/2021,DRY
KONO01,31/12/2019,,1.67,ctn,15/01/2020,FRZ
KONO02,31/12/2019,,3,ctn,7/02/2019,FRZ
KONO02,31/12/2019,,2.666,ctn,12/02/2020,FRZ
KONO03,31/12/2019,,1,ctn,31/12/1999,FRZ
KONO03,31/12/2019,,1,ctn,30/11/2018,FRZ
KONO03,31/12/2019,,7,ctn,14/08/2019,FRZ
KONO03,31/12/2019,,0.333,ctn,10/09/2019,FRZ
KONO03,31/12/2019,,4,ctn,31/12/2099,FRZ
KONO04,31/12/2019,,2,ctn,17/07/2020,FRZ
KONO07,31/12/2019,,0.78,ctn,24/05/2019,FRZ
KONO07,31/12/2019,,0.26,ctn,1/07/2020,FRZ
KSG01,31/12/2019,,8,ctn,31/12/2099,DRY
KSG02,31/12/2019,,77,ctn,31/12/2099,DRY
KSG03,31/12/2019,,2,ctn,31/12/2099,DRY
KSG06,31/12/2019,,3,pack,1/04/2020,DRY
KU11,31/12/2019,,0.5,ctn,23/06/2020,FRZ
KU22A,31/12/2019,,21,ctn,21/03/2021,FRZ
KU24A,31/12/2019,,80,ctn,17/03/2021,DRY
KU27,31/12/2019,,9.98,ctn,18/09/2021,FRZ
KU27,31/12/2019,,26,ctn,18/09/2021,DRY
KU33A,31/12/2019,,18,ctn,22/12/2020,FRZ
KU45,31/12/2019,,29,ctn,20/03/2021,FRZ
KU54,31/12/2019,,1.72,ctn,31/03/2015,FRZ
KU57,31/12/2019,,1,ctn,22/08/2014,FRZ
KU57,31/12/2019,,3,ctn,31/03/2015,FRZ
KU58,31/12/2019,,0.75,ctn,1/08/2020,FRZ
KU58,31/12/2019,,120,ctn,26/12/2020,DRY
KU58,31/12/2019,,6.8,ctn,26/12/2020,FRZ
KU60,31/12/2019,,4,ctn,26/05/2016,FRZ
KU71,31/12/2019,,18,ctn,21/06/2021,FRZ
KU72,31/12/2019,,13,ctn,25/12/2020,FRZ
KU73,31/12/2019,,13.5,ctn,25/12/2020,FRZ
KYJ03,31/12/2019,,80,ctn,30/06/2021,DRY
KYJ08,31/12/2019,,1,ctn,29/02/2020,FRZ
KYJ08,31/12/2019,,4,ctn,31/05/2020,FRZ
KYJ08,31/12/2019,,15,ctn,31/10/2020,DRY
KYJ09,31/12/2019,,7,ctn,30/06/2020,FRZ
KYJ09,31/12/2019,,45,ctn,31/10/2020,DRY
KYJ100,31/12/2019,,1,ctn,27/05/2021,FRZ
KYJ101,31/12/2019,,1,ctn,27/05/2021,FRZ
KYJ101,31/12/2019,,5,ctn,5/08/2021,FRZ
KYJ102,31/12/2019,,18,ctn,4/10/2021,FRZ
KYJ103,31/12/2019,,4,ctn,5/08/2021,FRZ
KYJ104,31/12/2019,,4,ctn,5/08/2021,FRZ
KYJ105,31/12/2019,,5,ctn,5/08/2021,FRZ
KYJ106,31/12/2019,,5,ctn,3/06/2021,DRY
KYJ107,31/12/2019,,20,ctn,27/09/2020,DRY
KYJ14,31/12/2019,,1,ctn,2/03/2020,FRZ
KYJ14,31/12/2019,,172,ctn,24/09/2020,FRZ
KYJ14small,31/12/2019,,17,ctn,11/05/2018,FRZ
KYJ29,31/12/2019,,5.9,ctn,9/04/2017,FRZ
KYJ32,31/12/2019,,16,ctn,31/10/2018,FRZ
KYJ37,31/12/2019,,1,ctn,25/08/2018,FRZ
KYJ39,31/12/2019,,0.75,ctn,22/02/2018,FRZ
KYJ42A,31/12/2019,,39,ctn,27/09/2020,FRZ
KYJ42A,31/12/2019,,66,ctn,27/09/2020,DRY
KYJ46,31/12/2019,,4,ctn,2/08/2019,FRZ
KYJ53,31/12/2019,,5,ctn,29/07/2020,FRZ
KYJ53,31/12/2019,,10,ctn,28/09/2020,FRZ
KYJ54,31/12/2019,,1,ctn,30/06/2020,FRZ
KYJ55,31/12/2019,,3,ctn,29/02/2020,FRZ
KYJ57,31/12/2019,,3,ctn,16/04/2020,FRZ
KYJ58,31/12/2019,,0.9,ctn,31/03/2020,FRZ
KYJ60,31/12/2019,,14,ctn,31/03/2020,FRZ
KYJ61,31/12/2019,,6.995,kg,23/07/2020,FRZ
KYJ61,31/12/2019,,4,ctn,2/10/2020,FRZ
KYJ62,31/12/2019,,4,ctn,2/10/2020,FRZ
KYJ65,31/12/2019,,2,ctn,6/07/2019,FRZ
KYJ69,31/12/2019,,13,ctn,25/12/2020,FRZ
KYJ79,31/12/2019,,18,ctn,5/02/2021,FRZ
KYJ79,31/12/2019,,150,ctn,27/03/2021,DRY
KYJ80,31/12/2019,,11,ctn,5/02/2021,FRZ
KYJ80,31/12/2019,,6,ctn,27/03/2021,FRZ
KYJ80,31/12/2019,,44,ctn,27/03/2021,DRY
KYJ81,31/12/2019,,22.65,ctn,31/03/2020,FRZ
KYJ83NG,31/12/2019,,0.2666,ctn,4/05/2019,FRZ
KYJ83Repack,31/12/2019,,3,ctn,4/05/2019,FRZ
KYJ84Repack,31/12/2019,,3,ctn,1/04/2020,FRZ
KYJ93,31/12/2019,,1,ctn,27/05/2021,FRZ
KYJ93,31/12/2019,,5,ctn,5/08/2021,FRZ
KYJ95,31/12/2019,,1,ctn,27/05/2021,FRZ
KYJ96,31/12/2019,,2,ctn,27/05/2021,FRZ
KYJ97,31/12/2019,,1,ctn,27/05/2021,FRZ
KYJ97,31/12/2019,,5,ctn,5/08/2021,FRZ
KYJ98,31/12/2019,,1,ctn,27/05/2021,FRZ
KYJ99,31/12/2019,,1,ctn,27/05/2021,FRZ
LDF01,31/12/2019,,34,ctn,20/06/2021,FRZ
LDF01,31/12/2019,,672,ctn,22/10/2021,FRZ
LDF02,31/12/2019,,20,ctn,15/01/2021,FRZ
LDF03,31/12/2019,,31,ctn,22/10/2021,FRZ
LDF03,31/12/2019,,36,ctn,22/10/2021,DRY
LM,31/12/2019,,1,ctn,8/08/2019,FRZ
LTF01,31/12/2019,,8.5,ctn,1/08/2020,FRZ
LTF01,31/12/2019,,38,ctn,1/08/2020,DRY
LTF02,31/12/2019,,9,ctn,1/08/2020,DRY
LTF02,31/12/2019,,12,ctn,1/08/2020,FRZ
LUF01,31/12/2019,,2,ctn,12/05/2021,FRZ
LUF03,31/12/2019,,32,ctn,13/10/2021,DRY
LUF03,31/12/2019,,20,ctn,13/10/2021,FRZ
LUF04,31/12/2019,,3,ctn,12/06/2019,FRZ
Manpuku,31/12/2019,,1,plt,31/12/2099,FRZ
Mar-03,31/12/2019,,0.8,ctn,13/02/2013,FRZ
MAR03A,31/12/2019,,16,ctn,20/08/2020,FRZ
MATSURI,31/12/2019,,1,ctn,25/03/2019,FRZ
MAU01a,31/12/2019,,2,bags,29/05/2020,DRY
MAU01a,31/12/2019,,42,bags,29/12/2020,DRY
MDR03,31/12/2019,,17,ctn,25/08/2021,DRY
MFI03A,31/12/2019,,17,ctn,26/08/2021,FRZ
MFI04A,31/12/2019,,1,ctn,31/01/2021,FRZ
MFI04A,31/12/2019,,10,ctn,26/08/2021,DRY
MFI05,31/12/2019,,27,ctn,26/08/2021,FRZ
MFI09,31/12/2019,,16,ctn,11/08/2019,FRZ
MFI10,31/12/2019,,1.24,ctn,25/05/2020,FRZ
MFI10,31/12/2019,,7.36,ctn,14/12/2020,FRZ
MFI10,31/12/2019,,52,ctn,1/02/2021,DRY
MFI11,31/12/2019,,14,ctn,25/05/2020,FRZ
MFI11,31/12/2019,,10,ctn,14/12/2020,FRZ
MFI11,31/12/2019,,50,ctn,1/02/2021,DRY
MFI11,31/12/2019,,0.8,ctn,1/02/2021,FRZ
MFI13,31/12/2019,,51,ctn,27/08/2021,DRY
MGF01,31/12/2019,,13,bag,10/08/2016,FRZ
MKF08d,31/12/2019,,11,ctn,29/09/2020,FRZ
MON01,31/12/2019,,247,ctn,30/06/2021,DRY
MON01,31/12/2019,,12,ctn,30/06/2021,FRZ
MON02,31/12/2019,,0.9,ctn,28/02/2013,FRZ
MON02,31/12/2019,,100,ctn,15/06/2021,DRY
MON02,31/12/2019,,9,ctn,30/06/2021,FRZ
MON02,31/12/2019,,40,ctn,30/06/2021,DRY
MON02,31/12/2019,,50,ctn,1/07/2021,DRY
MPM5,31/12/2019,,2,ctn,31/03/2021,FRZ
MQA01a,31/12/2019,,2,ctn,7/08/2021,FRZ
MQA02,31/12/2019,,4,ctn,24/08/2021,FRZ
MYO02,31/12/2019,,168,ctn,30/09/2020,DRY
MYO04A,31/12/2019,,1,ctn,30/04/2020,DRY
MYO04A,31/12/2019,,2,ctn,31/12/2099,DRY
MYO04B,31/12/2019,,2,ctn,30/04/2020,DRY
MYO04B,31/12/2019,,2,ctn,31/12/2099,DRY
MYO04C,31/12/2019,,3,ctn,30/04/2020,DRY
NCG05,31/12/2019,,8,ctn,31/08/2018,FRZ
NCG07A,31/12/2019,,8.9,ctn,30/06/2020,FRZ
NCG08,31/12/2019,,6.33,ctn,3/06/2019,FRZ
NCG10,31/12/2019,,13,ctn,30/03/2020,FRZ
NCG12,31/12/2019,,0.7,ctn,9/04/2020,FRZ
NEV01,31/12/2019,,34,ctn,7/04/2020,FRZ
NEV01,31/12/2019,,7,ctn,7/06/2020,FRZ
NF01,31/12/2019,,10,ctn,30/12/2014,DRY
NF05,31/12/2019,,43,ctn,26/12/2014,DRY
NF06,31/12/2019,,11,ctn,21/12/2014,DRY
NFS29,31/12/2019,,9,ctn,10/06/2019,FRZ
NFS29,31/12/2019,,40,ctn,23/08/2019,DRY
NFS46b,31/12/2019,,48,bag,6/07/2020,DRY
NFS50b,31/12/2019,,8,ctn,19/09/2021,DRY
NMI10,31/12/2019,,2,ctn,21/12/2017,FRZ
NML08b,31/12/2019,,31,ctn,6/04/2021,DRY
NML09b,31/12/2019,,35,ctn,29/01/2021,DRY
NML14d,31/12/2019,,40,ctn,14/10/2021,DRY
NML15,31/12/2019,,4,bag,10/06/2020,DRY
NML15a,31/12/2019,,10,bag,17/11/2020,DRY
NML22,31/12/2019,,10,ctn,4/11/2020,FRZ
NML24,31/12/2019,,1,ctn,15/10/2019,FRZ
NML27,31/12/2019,,1,ctn,10/06/2020,DRY
NML28a,31/12/2019,,3,ctn,4/11/2020,FRZ
NS02,31/12/2019,,2,bag,18/03/2020,DRY
NS06,31/12/2019,,30,bag,18/03/2020,DRY
Nul01,31/12/2019,,25,ctn,31/12/2099,DRY
Nul02,31/12/2019,,14,ctn,31/12/2099,DRY
Nul03,31/12/2019,,10,ctn,31/12/2099,DRY
NW14,31/12/2019,,2.997,ctn,11/02/2016,FRZ
NW16,31/12/2019,,1,ctn,18/10/2018,FRZ
NW23,31/12/2019,,34.65,ctn,23/01/2020,FRZ
NW24,31/12/2019,,120,ctn,30/09/2021,DRY
NW26,31/12/2019,,34,ctn,30/03/2021,DRY
NW26,31/12/2019,,5,ctn,30/03/2021,FRZ
NW27,31/12/2019,,75,ctn,8/02/2021,DRY
NW27,31/12/2019,,25,ctn,8/02/2021,FRZ
NW27,31/12/2019,,265,ctn,30/03/2021,DRY
OCI07,31/12/2019,,5,ctn,11/02/2018,FRZ
OCI08,31/12/2019,,6,ctn,11/02/2018,FRZ
OCP,31/12/2019,,0.9,ctn,1/04/2015,FRZ
OCP06a,31/12/2019,,12,ctn,25/05/2015,FRZ
OCP23n,31/12/2019,,20,ctn,25/05/2021,FRZ
OCP39,31/12/2019,,0.7,ctn,28/06/2016,FRZ
OCP40,31/12/2019,,11,ctn,10/06/2016,FRZ
OCP48,31/12/2019,,2.003333333,ctn,16/12/2016,FRZ
OCP65Aa,31/12/2019,,12,ctn,11/06/2020,FRZ
OCP67a,31/12/2019,,28,ctn,25/05/2021,FRZ
OCP69,31/12/2019,,40,ctn,29/03/2021,FRZ
OKF01,31/12/2019,,0.925,ctn,15/12/2020,FRZ
OKF01,31/12/2019,,33.975,ctn,21/09/2021,FRZ
OKF02,31/12/2019,,3.975,ctn,20/09/2021,FRZ
OKF05,31/12/2019,,1.97,ctn,25/12/2020,FRZ
OKF05,31/12/2019,,37,ctn,29/05/2021,FRZ
OLS33,31/12/2019,,2,ctn,19/05/2020,DRY
OLS34,31/12/2019,,1,pc,31/12/2099,DRY
OLS35,31/12/2019,,1,pc,20/11/2018,DRY
OLS37,31/12/2019,,3,pc,31/12/2099,DRY
OLS38,31/12/2019,,7,pc,31/12/2099,DRY
OLS39,31/12/2019,,15,pc,31/12/2099,DRY
OLS50,31/12/2019,,2,pc,31/12/2099,DRY
OLS53,31/12/2019,,1,pc,31/12/2099,DRY
OLS54,31/12/2019,,1200,pc,31/12/2099,DRY
OLS82,31/12/2019,,3,pc,31/12/2099,DRY
OP04,31/12/2019,,1,ctn,3/11/2011,FRZ
OP07d,31/12/2019,,100,ctn,9/04/2021,DRY
OP07d,31/12/2019,,140,ctn,18/04/2021,DRY
OP07d,31/12/2019,,300,ctn,20/06/2021,DRY
OP14b,31/12/2019,,29,ctn,9/04/2021,FRZ
OP14b,31/12/2019,,64,ctn,9/04/2021,DRY
OP14b,31/12/2019,,177,ctn,20/06/2021,DRY
OPJ02C,31/12/2019,,1,ctn,15/08/2015,FRZ
OPJ15,31/12/2019,,3,ctn,29/04/2013,FRZ
OPJ20,31/12/2019,,2.5,ctn,31/12/2099,FRZ
OPJ21,31/12/2019,,2,ctn,15/08/2015,FRZ
OTK105,31/12/2019,,36,ctn,26/08/2020,FRZ
OTK128,31/12/2019,,160,ctn,9/07/2020,DRY
OTK128,31/12/2019,,36,ctn,9/07/2020,FRZ
OTK128,31/12/2019,,240,ctn,4/09/2020,DRY
OTK14,31/12/2019,,32,ctn,12/03/2021,DRY
OTK14,31/12/2019,,9,ctn,12/03/2021,FRZ
OTK14,31/12/2019,,24,ctn,8/06/2021,FRZ
OTK150A,31/12/2019,,7,ctn,13/03/2020,FRZ
OTK151,31/12/2019,,4,ctn,17/05/2020,FRZ
OTK159,31/12/2019,,1,ctn,7/05/2015,FRZ
OTK162A,31/12/2019,,1,ctn,1/05/2018,FRZ
OTK190A,31/12/2019,,2,ctn,7/03/2020,FRZ
OTK190A,31/12/2019,,16,ctn,7/12/2020,FRZ
OTK190A,31/12/2019,,2,ctn,2/04/2021,FRZ
OTK193A,31/12/2019,,12,ctn,7/03/2020,FRZ
OTK193A,31/12/2019,,4,ctn,19/03/2020,FRZ
OTK193A,31/12/2019,,18,ctn,7/12/2020,FRZ
OTK193A,31/12/2019,,1,ctn,2/04/2021,FRZ
OTK215,31/12/2019,,12.9,ctn,31/10/2015,FRZ
OTK218,31/12/2019,,0.5,ctn,18/05/2017,FRZ
OTK239,31/12/2019,,8,pack,7/03/2017,FRZ
OTK264,31/12/2019,,3,ctn,27/01/2019,FRZ
OTK270,31/12/2019,,3,ctn,20/01/2019,FRZ
OTK276,31/12/2019,,1,ctn,3/12/2020,FRZ
OTK276,31/12/2019,,6,ctn,19/03/2021,FRZ
OTK277,31/12/2019,,1,ctn,9/12/2020,FRZ
OTK277,31/12/2019,,8,ctn,18/03/2021,FRZ
OTK28,31/12/2019,,4,ctn,19/02/2020,FRZ
OTK28,31/12/2019,,10,ctn,19/09/2020,FRZ
OTK281,31/12/2019,,2,ctn,5/11/2020,FRZ
OTK281Repack,31/12/2019,,38,pack,31/12/1999,FRZ
OTK284,31/12/2019,,2.5,ctn,1/04/2020,FRZ
OTK288,31/12/2019,,40,ctn,1/08/2020,FRZ
OTK288,31/12/2019,,100,ctn,5/09/2020,DRY
OTK291,31/12/2019,,5,ctn,11/07/2017,FRZ
OTK30,31/12/2019,,50,ctn,4/11/2020,DRY
OTK30,31/12/2019,,46,ctn,4/11/2020,FRZ
OTK301,31/12/2019,,0.2,ctn,8/08/2017,FRZ
OTK306,31/12/2019,,4,ctn,19/06/2020,FRZ
OTK306,31/12/2019,,20,ctn,1/10/2020,FRZ
OTK307,31/12/2019,,3,ctn,18/02/2017,FRZ
OTK30B,31/12/2019,,29.8,ctn,6/07/2020,FRZ
OTK30B,31/12/2019,,40,ctn,25/08/2020,DRY
OTK30B,31/12/2019,,20,ctn,4/11/2020,DRY
OTK312,31/12/2019,,1,ctn,8/02/2019,FRZ
OTK315,31/12/2019,,1.4,ctn,7/02/2019,FRZ
OTK346,31/12/2019,,6,ctn,28/10/2020,FRZ
OTK348,31/12/2019,,3,ctn,30/10/2020,FRZ
OTK354,31/12/2019,,16,ctn,5/11/2020,FRZ
OTK356,31/12/2019,,2,ctn,31/12/2099,FRZ
OTK357,31/12/2019,,3,ctn,3/04/2020,FRZ
OTK358,31/12/2019,,39,ctn,8/09/2020,FRZ
OTK358,31/12/2019,,50,ctn,3/11/2020,DRY
OTK360,31/12/2019,,18,ctn,10/04/2020,FRZ
OTK360,31/12/2019,,120,ctn,10/04/2020,DRY
OTK362,31/12/2019,,0.2,ctn,31/12/1999,FRZ
OTK362,31/12/2019,,3,ctn,8/07/2020,FRZ
OTK363,31/12/2019,,7,ctn,31/07/2021,FRZ
OTK363,31/12/2019,,6,ctn,31/08/2021,FRZ
OTK363,31/12/2019,,2,ctn,30/09/2021,FRZ
OTK53,31/12/2019,,40,ctn,11/11/2020,DRY
OTK57,31/12/2019,,0.818,ctn,30/12/2010,FRZ
OTK70,31/12/2019,,1,ctn,16/06/2020,FRZ
OTK70,31/12/2019,,20,ctn,7/07/2020,FRZ
OTK80,31/12/2019,,0.375,ctn,6/04/2012,FRZ
OTK82,31/12/2019,,2.4,ctn,9/08/2017,FRZ
OTK99B,31/12/2019,,24,ctn,30/09/2020,FRZ
PAR12a,31/12/2019,,49,ctn,31/12/2099,DRY
PAR14,31/12/2019,,1,ctn,31/12/2099,DRY
PAR15,31/12/2019,,6,ctn,31/12/2099,DRY
PAR16,31/12/2019,,2,ctn,31/12/2099,DRY
PAR17,31/12/2019,,2,ctn,31/12/2099,DRY
PAR18,31/12/2019,,1,ctn,31/12/2099,DRY
PCF01,31/12/2019,,33,ctn,31/12/2099,DRY
PD01,31/12/2019,,8,bag,31/12/1999,DRY
PD01,31/12/2019,,9,bag,27/03/2021,DRY
PF19,31/12/2019,,70,ctn,31/03/2020,DRY
PF26,31/12/2019,,4,ctn,20/09/2019,FRZ
PF27B,31/12/2019,,24,ctn,29/08/2020,DRY
PF27B,31/12/2019,,95,ctn,3/10/2020,DRY
PF31,31/12/2019,,70,ctn,31/05/2021,DRY
PLATE,31/12/2019,,1,plt,31/12/1999,DRY
PLATE,31/12/2019,,1,plt,17/03/2020,DRY
PLATE,31/12/2019,,71,plt,31/12/2099,DRY
PRE01,31/12/2019,,14.75,ctn,14/06/2019,FRZ
QDO01,31/12/2019,,6,ctn,13/11/2019,FRZ
QDO03,31/12/2019,,1,ctn,10/03/2020,FRZ
QP03A,31/12/2019,,8,ctn,16/10/2020,DRY
QP05B,31/12/2019,,38,ctn,31/03/2020,DRY
QP06,31/12/2019,,34,ctn,14/04/2020,DRY
QP07,31/12/2019,,3,ctn,24/03/2014,DRY
QP09,31/12/2019,,2,ctn,14/04/2020,DRY
QP12,31/12/2019,,12,ctn,31/12/2099,DRY
QSW01,31/12/2019,,107,ctn,18/04/2021,DRY
QSW01,31/12/2019,,55,ctn,18/04/2021,FRZ
QSW02,31/12/2019,,19,ctn,26/03/2021,FRZ
QSW02,31/12/2019,,200,ctn,26/03/2021,DRY
QSW03,31/12/2019,,52,ctn,27/10/2021,DRY
QSW03,31/12/2019,,38,ctn,27/10/2021,FRZ
QSW04,31/12/2019,,30,ctn,18/04/2021,FRZ
QSW05,31/12/2019,,172,ctn,29/08/2020,DRY
QSW05,31/12/2019,,40,ctn,29/08/2020,FRZ
QSW06,31/12/2019,,24.52,ctn,12/01/2020,DRY
QSW07,31/12/2019,,4,ctn,2/03/2021,FRZ
QSW09,31/12/2019,,5.67,ctn,30/05/2021,FRZ
QSW10,31/12/2019,,20,ctn,30/05/2021,FRZ
QSW10,31/12/2019,,4,ctn,30/05/2021,DRY
QSW11,31/12/2019,,39.9,ctn,25/09/2021,FRZ
QSW12,31/12/2019,,10,ctn,20/10/2021,FRZ
QSW12,31/12/2019,,48,ctn,20/10/2021,DRY
QSW13,31/12/2019,,40,ctn,18/04/2021,DRY
QSW13,31/12/2019,,59,ctn,18/04/2021,FRZ
QSW14,31/12/2019,,10,ctn,18/04/2021,FRZ
QSW15,31/12/2019,,12,ctn,14/03/2021,FRZ
QSW16,31/12/2019,,31,ctn,14/03/2021,FRZ
QSW17,31/12/2019,,43,ctn,27/10/2021,FRZ
QSW17,31/12/2019,,147,ctn,27/10/2021,DRY
RC05,31/12/2019,,1,pc,31/12/2099,DRY
Red02b,31/12/2019,,27,ctn,15/09/2020,DRY
RED02c,31/12/2019,,25,bag,21/06/2021,DRY
RED03c,31/12/2019,,35,ctn,10/10/2023,DRY
RED03c,31/12/2019,,40,bag,31/10/2023,DRY
RED05,31/12/2019,,117,ctn,15/09/2020,DRY
RED10,31/12/2019,,1,ctn,30/04/2020,DRY
RED11,31/12/2019,,11,ctn,29/04/2020,DRY
RED13,31/12/2019,,187,ctn,1/05/2021,DRY
RUM01Ad,31/12/2019,,0.166,ctn,10/03/2018,FRZ
RUM01Ad,31/12/2019,,2,ctn,11/03/2018,FRZ
RUM01Ad,31/12/2019,,0.166,ctn,14/03/2018,FRZ
RUM01Ad,31/12/2019,,0.166,ctn,28/01/2019,FRZ
RUM01Ad,31/12/2019,,0.166,ctn,2/03/2019,FRZ
RUM01Ad,31/12/2019,,1,ctn,11/04/2019,FRZ
RUM01e,31/12/2019,,35,ctn,13/02/2020,FRZ
RUM02a,31/12/2019,,1,ctn,31/12/2099,FRZ
RUM05,31/12/2019,,15,ctn,20/02/2021,FRZ
RUM05,31/12/2019,,1,ctn,21/02/2021,FRZ
SAMPLE,31/12/2019,,7,plt,31/12/2099,FRZ
SHF05,31/12/2019,,1,ctn,1/09/2018,FRZ
SHF09,31/12/2019,,32,ctn,8/02/2020,DRY
SHF17,31/12/2019,,3,ctn,31/12/2099,FRZ
SHF22,31/12/2019,,2,ctn,15/06/2019,FRZ
SHF22,31/12/2019,,180,ctn,15/06/2019,DRY
SIC02,31/12/2019,,1,ctn,7/10/2020,FRZ
SIC02,31/12/2019,,4,ctn,18/10/2020,FRZ
